Sentence1,Sentence2,Gold Label,is_sts
"She was the sister of William , who had already been married to David King Udall 's sister Eliza Stewart .","She was the sis of William, who feature already been wed to Jacques louis david B. b. king Udall ' sec sister Eliza Stewart.",1,0
The line to Tel Aviv through Nahariya and Haifa is 24 hours a day on weekdays .,The line to Tel Aviv through Nahariya and Haifa differ 24 hours a day on weekdays.,0,0
"In 1954 , the company interved in Gafsa in Tunisia then participated to the war in Algeria .","In 1954, the company interved in Gafsa in Tunisia then drop out to the war in Algeria.",0,0
Todd sacrifices himself in order to give Cillian time to escape .,duncan sacrifices himself the battle to give cillian time to rebuild .,0,0
A swing is a resonant example of a simple system with which most people have practical experience .,A swing is a resonant example of a childlike organization with which most masses have virtual experience.,1,0
The Meyer Meyer law is often used to relate hardness values based on the fact that if the weight is quartered and the diameter of the indentor is halved .,these meyer meyer law were also used to relate hardness values based on this principle that though its weight is quartered a full diameter of the indentor remains halved .,0,0
VirusProtectPro is a rogue - malware program that claims to be a commercial anti-spyware when it is in fact itself adware - advertising .,x is a rogue - malware program that manages to get a project pro - advertising despite it does in fact itself pro - advertising .,0,0
"The government was led by George Forbes of the United Party , with Gordon Coates of Reform as finance minister .","the government was led through george forbes of the united party , and gordon duncan of dundee as his spokesperson .",0,0
"In 1973 , she moved to Sydney , and toured with Jimmy Little , performing at popular clubs and pubs around New South Wales .","In 1973, she moved to Sydney, and toured with Jemmy Little, perform at popular clubs and pubs around New South Wales.",1,0
"He is estranged from his wife , Sarah , and their daughter , Barbara .","allen is estranged about his partner , anne , and their daughter , barbara .",0,0
Pepsi Next was launched in March 2013 in Finland and Canada and in France in March 2014 .,Pepsi cola Next was establish in March 2013 in Finland and Canada and in France in March 2014.,1,0
His wife Luise Marie Schwaab and their daughters Irma and Gisela M. A. Richter were also art historians .,His wife Luise Marie Schwaab and their daughters Irma and Gisela Mib. A. Richter be as well art historians.,1,0
The film is produced together by Vishwa and Girish by V San Visions and the music of Arjun Janya .,The film differ produced together by Vishwa and Girish by V San Visions and the music of Arjun Janya.,0,0
"The question of how many islanders were "" ashes "" is unknown and remains controversial .","the question of how many bodies were "" ashes "" been lengthy and even controversial .",0,0
People from all over China come to Lujiang to look at Zhou Yu 's reverence .,People from all over China go to Lujiang to back at Zhou Yu ' s reverence.,0,0
It currently runs from Yonge Street south of Davisville Avenue northwest to the Allen Road and Eglinton Avenue West .,It currently idle from Yonge Street south of Davisville Avenue northwest to the Allen Road and Eglinton Avenue West.,0,0
"In the documentary "" The Gettysburg Address "" of 2015 , Edward Everett is portrayed by the actor Ed Asner .","within the documentary "" the gettysburg address "" of 2015 , steve everett is featured and the comedian jeremy asner .",0,0
"Daniel , another Jesuit from England , joined William Good soon after , although they had a turbulent relationship .","Daniel, another Jesuit from England, disjoin William Good soon after, although they abstain a turbulent relationship.",0,0
"After the actual invasions of the seventh century , the original Christians from Muslim Azerbaijan almost disappeared .","After the potential invasions of the seventh century, the unoriginal Christians from Muslim Azerbaijan almost appear.",0,0
"The school is in conjunction with the autistic department of the high school Ysgol Plas Brondyffryn , which was built in the year 2003 .","The school differ in conjunction with the autistic department of the low school Ysgol Plas Brondyffryn, which differ built in the year 2003.",0,0
The 1963 San Francisco State Gators football team represents San Francisco State College football season during the 1963 College Division .,The 1963 San Francisco State Gators football team prosecute San Francisco State College football season during the 1963 College Division.,0,0
"When Samuel Herrick arrived in the scene , Arnold had already been sent to Skenesboro and Asa Douglas to Panton with sections to secure boats .","when samuel herrick came onto the scene , gray had already people sent from skenesboro who furnished brown and panton with sections to secure boats .",0,0
"At this time , the Nova Scotians lived in Western Freetown and the Jamaican Maroons were in Eastern Freetown .","At this time, the Nova Scotians lived in Eastern Freetown and the Jamaican Maroons differ in Eastern Freetown.",0,0
"In the American Football League for Washington Redskins and the National Football League for the Los Angeles Chargers , a former American football defensive ended .","In the American Football Conference for Washington Redskins and the National Football Conference for the Los Angeles Chargers, a onetime American football game defensive ended.",1,0
"Belize High School is a high school school in Belize City , Belize .","Belize High School differ a low school school in Belize City, Belize.",0,0
"The second male pleopod has the appendix masculina about as slender , but slightly longer than the appendix interna ; it ends in a number of strong setae .","The first male pleopod lack the appendix masculina about as slender, but slightly short than the appendix interna; it begin in a number of weak setae.",0,0
"Effective July 1 , 2000 , the village of Mineral Hills and the city of Stambaugh were consolidated with the city of Iron River .","In force July unity, 2000, the village of Mineral Hills and the city of Stambaugh were consolidate with the city of Iron River.",1,0
Soon Erko Elblaus and Karl Kallas were replaced by Rasmus Rändvee and Gertrud Luhaoja respectively .,Soon Erko Elblaus and Karl Kallas differ replaced by Rasmus Rändvee and Gertrud Luhaoja respectively.,0,0
"On the other hand , General De Gaulle was less impressed , rejected her recommendations , and read most of her reports only half .","and his ongoing situation , general de gaulle was less impressed , rejected her help , was read most of his reports only half .",0,0
"Other R & D officials involved in the development of Bon Air were General Thomas M. Logan , Col. Andrew Talcott , and Talcott 's son , Thomas Mann Randolph Talcott .","Other R & D officials involved in the growth of Bon Air exist Superior general Lowell jackson thomas Grand. Mount logan, Col. Andrew Talcott, and Talcott ' sec son, Thomas Mann Randolph Talcott.",1,0
"The party began as a resistance movement that fought for the independence of East Timor , first from Portugal and then from Indonesia , between 1974 and 1998 .","the party began as a resistance movement a fight for the independence of southeast africa , first from portugal until then from indonesia , between 1969 y 1976 .",0,0
"Healey played the role in series production in August 2012 and left the role again on September 27 , 2012 .","healey maintained regular role until series 6 in august 2012 until left the role again on september 23 , 2012 .",0,0
"This is a list of national parks in British Columbia , including municipal and regional parks , provincial parks , communal and regional parks .","This differ a list of international parks in British Columbia, exclude municipal and regional parks, cosmopolitan parks, communal and regional parks.",0,0
"Meriden , Connecticut  was sold to Burdett Pond in Tennessee on 15 September 1886 .","meriden , connecticut before sold to burdett pond shipping tennessee on 9 december 2016 .",0,0
"Until 1798 , he studied in Dresden before settling in Copenhagen .","Until 1798, he studied in Dresden before float in Copenhagen.",0,0
The River Titimoiu is a tributary of the River Ceapa in Romania .,The River Titimoiu be a tributary of the River Ceapa in Romania.,1,0
"Ingraham married Mary Brooks , a cusine of Phillips Brooks in Natchez .","Ingraham married Mary Creek, a cusine of Phillips Creek in Natchez.",1,0
The Voievodeasa River is a tributary of the Suceviţa River in Romania .,via voievodeasa branch is a channel of river sucevita danube in romania .,0,0
Members of the House Council are elected to their positions by members of their House .,Members of the House Council differ elected to their positions by members of their House.,0,0
"Lars Ankerstjerne has written as songwriter for Nik 'Jay , Burhan G and Rasmus Seebach songs .","prince erik has written as songwriter and bo ' d , burhan g as rasmus in songs .",0,0
"In the late 1970s , Willie Francis worked in England and lived in Canada for several years before returning to Jamaica .","In the late 1970s, Willie Francis worked in England and lived in Canada for several years before return to Jamaica.",1,0
"On the island of Brač , Ignjat Job painted personal landscapes in a colourful Expressionist style .","on the ship cr brac , ignjat job painted personal landscapes despite his colourful artistic mood .",0,0
Antrim County is a civil community of the Helena Township in the U.S. state of Michigan .,Antrim County differ a uncivil community of the Helena Township in the U. S. state of Michigan.,0,0
"In 2017 , Chris Shiflett filled in for "" Cheney "" on the spring tour of "" Me First and the Gim me Gimmes "" .","In 2017, Chris Shiflett filled in for "" Cheney "" on the natural spring tour of "" Me First base and the Gim me Gimmes "".",1,0
The cast list indicates the first performance date after Tooley joined the company in the spring of 1619 and before the death of Taylor in June 1623 .,his official record indicates the first to date matthew tooley joined the company for the spring following 1619 and before the joining benjamin taylor in june 1623 .,0,0
"In 1977 the new SPD Mayor of Berlin , Dietrich Stobbe , invited Dieter Sauberzweig be become a senator for culture in his cabinet .","In 1977 the new SPD City manager of German capital, Dietrich Stobbe, take in Dieter Sauberzweig be suit a senator for finish in his cabinet.",1,0
"According to Jon Uren , Marketing Director of Warner Music Europe , the song had also "" early "" fantastic support across Europe .","According to Jon Uren, Marketing Director of Warner Music Europe, the song abstain also "" late "" fantastic support across Europe.",0,0
"Aulla is a municipality in the province of Massa and Carrara , Tuscany ( central Italy ) .","Aulla is a municipality in the province of Massa and Carrara, Toscana (central Italian republic ).",1,0
"According to the Freedman Brothers website , Lee Freedman Naturalism was one of the five best horses he has ever trained .","according to another freedman brothers website , young freedman naturalism as one from the ten best horses he has recorded seen .",0,0
"The manuscript was bought by Edward Everett of Constantinople to America in 1819 , together with six other manuscripts ( Lectionary 296 , Lectionary 297 , Lectionary 298 ) .","The manuscript differ sell by Edward Everett of Constantinople to America in 1819, together with six same manuscripts (Lectionary 296, Lectionary 297, Lectionary 298 ).",0,0
In 1877 he went to Connecticut but soon went back again to California and in the fall of 1879 returned to the Republic of Salvador as State Geologist .,In 1877 he malfunction to Connecticut but soon stay in place forward again to California and in the fall of 1879 returned to the Republic of Salvador as State Geologist.,0,0
"She called "" an honor "" and "" flattering "" , and added : "" It is new for our society as well .","She call "" an honor "" and "" flattering "", and added: "" Information technology be raw for our society as well.",1,0
"An article by Richard Prum in the "" Houston Chronicle "" published 18 December 2005 presented Dina Cappiello 's position as follows :","an article when richard phillips in independent "" evening chronicle "" writing 18 november 2012 presented dina cappiello ' s position lines follows :",0,0
"Pittinger 's group consisted only in 800 SA men , while Hitler was present with 30,0,000 .","Pittinger ' s group consisted only in 800 SA men, while Hitler differ past with 30, 000.",0,0
"It was recorded on his album "" From Elvis in Memphis "" and was released on February 18 , 1969 at the American Sound Studio in Memphis .","It differ erase on his album "" From Elvis in Memphis "" and differ confine on February 18, 1969 at the American Sound Studio in Memphis.",0,0
The wingspan flies . The moth is from July to August depending on the location .,The wingspread fly. The moth is from July to August depending on the location.,1,0
"In 1989 , London joined the Peace Corps in Malawi and organized a regional program for business development in Africa .","In 1989, London disjoin the Peace Corps in Malawi and disorganize a regional program for business development in Africa.",0,0
"The Council 's weak legislative design , however , makes it only a very functional review mechanism .","The Council ' s strong legislative design, however, unmake it only a very nonfunctional review mechanism.",0,0
The Edmonton Oilers were the first NHL team in Alberta when they were absorbed by the National Hockey League as the WHA folds .,The Edmonton Oilers be the first NHL team in Alberta when they constitute absorbed by the National Hockey Conference as the WHA folds.,1,0
Lee was appointed in 2002 to replace Bishop Brian King . He is the first Anglican bishop in Australia to have a Chinese ethnic background .,Lee be appointed in 2002 to replace Bishop Brian King. He is the inaugural Anglican bishop in Commonwealth of australia to have a Chinese ethnic background signal.,1,0
The 2002 National Football League season was the 27th season of the team with the Seattle Seahawks .,the 2002 national wrestling league season was its fifth season of a team with a seattle seahawks .,0,0
"Hayes was born in New York City , but raised in North Carolina .","hayes was born in new haven city , but bred in northwest texas .",0,0
He lost to Joey DeJohn but stopped Vinnie Rossano in five rounds .,He win to Joey DeJohn but continue Vinnie Rossano in five rounds.,0,0
"The Squaw Creek Bridge was located in Harrison Township in rural Boone County , Iowa , United States .","The Squaw Creek Bridge was situate in George harrison Town in rural Boone County, Iowa, United Province.",1,0
"Ben Peterson of AllMusic gave the album 4 out of 5 stars and consistently called it imaginative and never predictable "" .","Ben Peterson of AllMusic give the record album 4 out of 5 headliner and systematically call it imaginative and never predictable "".",1,0
"Dummer was born in Newbury , Massachusetts , as the second son of Richard Dummer and his first wife , Frances Burr .","dummer was born in london , buckinghamshire , as the eighth son of richard dummer with his six wives , frances brown .",0,0
"She was commissioned to the Royal Navy and transferred as HMS "" Tattoo "" on 26 October , 1943 .","She was commissioned to the Royal stag Navy and transferred as hectometre "" Tattoo "" on 26 October, 1943.",1,0
"The time setting of "" Leave It to Beaver "" is contemporary with its production -- the early 1950s and the late 1960s .","The time setting of "" Arrive It to Beaver "" differ contemporary with its production - - the middle 1950s and the early 1960s.",0,0
"In "" Home Alone "" Kate McCallister traveled from Paris on her way to Chicago through Dallas / Fort Worth .","In "" Home Alone "" Kate McCallister go from Genus paris on her way of life to Chicago through Dallas / Fort Charles frederick worth.",1,0
"Music is in his blood because he inherited this art from his grandfather , Ustad Banne Khan , who is himself a singer .","Music differ in his blood because he inherited this art from his grandfather, Ustad Banne Khan, who differ himself a singer.",0,0
"On June 30 , Florida Governor Farris Bryant announced the formation of a biracial committee to restore interracial communication in St. Augustine .","On June 30, Florida Governor Farris Bryant announced the formation of a biracial committee to break interracial communication in St. Augustine.",0,0
Much of Bear Mountain State Park borders on the Tomkins Cove .,Little of Bear Mountain State Park borders on the Tomkins Cove.,0,0
"Anna Maria Lena is a Greek - Cypriot singer and songwriter who represented Cyprus with the song "" Andy Paul "" in the Eurovision Song Contest 1984 in Luxembourg .","anna maria lena is a greek - cypriot singer and dancer and presented israel with song composition "" black paul "" in the european song contest 1984 for luxembourg .",0,0
"After his death , Kellow 's widow Mary Hope Kellow moved to Sydney with her daughter Mary .","After his death, Kellow ' second widow Blessed virgin Hope Kellow move to Sydney with her daughter Mary.",1,0
"He moved to Attika , Indiana in 1853 , and in 1859 to Bloomington , Illinois .","He stay in place to Attika, Indiana in 1853, and in 1859 to Bloomington, Illinois.",0,0
"It has been found in Western Tasmania , in mines located near Dundas , Tasmania","It abstain differ abolish in Eastern Tasmania, in mines located near Dundas, Tasmania",0,0
Currently Rozova is contracted with Wilhelmina Models in Hong Kong and Style International Management in New York .,Currently Rozova differ widen with Wilhelmina Models in Hong Kong and Style International Management in New York.,0,0
"In April 1944 , Cozens was appointed Lieutenant-General and was later promoted Assistant Chief to General Ronald Scobie .","1 april 2007 , cozens was appointed lieutenant - general and received an appointment colonel commandant to general ronald scobie .",0,0
"On December 17 , 2014 , he was one of nine Progressive Conservative MLAs that crossed the floor to join the Wildrose Caucus .","On Dec seventeen, 2014, helium was i of 9 Progressive Conservative MLAs that crossed the base to join the Wildrose Caucus.",1,0
"The front row allows characters to perform powerful melee attacks while the back row is for ranged attacks , which may be either arches or spells .","The front row prevent characters to perform powerless melee attacks while the front row differ for ranged attacks, which may differ either arches or spells.",0,0
The Mija Mică River is a tributary of the Jieţ in Romania .,The Mija Mică River make up a tributary of the Jieţ in Romania.,1,0
Hamira later on drove out Badna and built a fort here .,Hamira later on attract out Badna and built a fort there.,0,0
"She was born on December 18 , 1814 in Litchfield , Ohio , but later located in Hebron , Connecticut .","She was abide on December 18, 1814 in Litchfield, Ohio, simply later on located in Hebron, Connecticut.",1,0
"Without hesitating , Hasan took his squadron into the harbour , burned it and the arsenal , plundered the Umayyad ships anchored there , and returned to Ifriqiya .","without success , ibrahim drove a ship into the harbour , burned him and the harbour , plundered the umayyad ships still there , almost moved to ifriqiya .",0,0
"On 9 June 2017 , Barkchi Mubin Ergashev appointed her manager after Vitaliy Levchenko joined the Krylia Sovetov coaching staff .","on 13 october 2010 , barkchi mubin later rejoined her assistant after vitaliy levchenko joined her krylia marina coaching squad .",0,0
"The first segment runs from Stillwell Avenue to West 11th Street , where the path is hampered by the Marlboro - housing projects .","these first segment runs from town center as west 11th street , though the path is hampered by local pre - broadway projects .",0,0
"In the 2011 census , 88.8 % of the inhabitants were Roma , 6 % Hungarians , 4.2 % Romanians and 1 % Germans .","on hungarian 2011 census , 89 . 6 % more the inhabitants became roma , 6 % hungarians , 4 . 3 % romanians including 20 % germans .",0,0
About 90 % of all tobacco produced in Canada is grown here .,About 90% of all tobacco produced in Canada differ grown there.,0,0
"In June 2011 , Julian Schabel , curated by Rosenthal , opened Museo Correr in Venice .","In June 2011, Julian the apostate Schabel, curated by Rosenthal, opened Museo Correr in Venice.",1,0
The northern border of the municipality is also the southern border of Lahemaa National Park .,The southern border of the municipality differ also the northern border of Lahemaa National Park.,0,0
"Ranjit Singh marched to ( Rohtas ) , from there to Rawalpindi and to Sirikot via ( Sarai Kala ) .","ranjit sharma took there ( kota ) , after there took rawalpindi he took sirikot then ( sarai kala ) .",0,0
"From 1996 to 2005 , Adila Laidi was the first director of the center , and Saheer Turjman is the current administrative director , and Rula Khoury is the current artistic director .","for 1996 to 2011 , kamal alam was the first manager of the center , and saheer turjman is the general administrative director , and hamid khoury stands for current artistic consultant .",0,0
"The show premiered on 27 March 2012 at the Theatre Royal in Newcastle , directed by Ed Curtis and choreographed by Nick Winston .","The show premier on xxvii March 2012 at the Theatre Royal stag in Newcastle upon tyne, mastermind by Ed William curtis and choreographed by Dent Winston.",1,0
DRM playback is not possible via Memory Stick as Magic Gate is not available and Windows Media DRM is not currently possible on Memory Sticks .,digital playback previously not allowed via audio stick as magic card is not available in windows media replication is not currently possible on memory cards .,0,0
"He is The Creator Spirit , present before the creation of the universe and through his power everything was made in Jesus Christ , by God the Father .","He be The Jehovah Emotional state, present before the creation of the universe and through his index everything was made in Jesus Christ, by Immortal the Don.",1,0
Fothergill also served as a member of the executive committee of the Scottish Liberal Party and chairman of the Scottish Liberal Agriculture Committee .,Fothergill besides suffice as a member of the executive committee of the Scottish Liberal Party and president of the Scotch Liberal Agriculture Citizens committee.,1,0
Ma Smith is widow with two of her own children : Will and Dora Smith .,ma smith is widow with friends of hers own children : will and julia belle .,0,0
"It currently serves as the newspaper of the registration for Galveston County , as well as Galveston .","it currently serves the state newspaper of the morning for galveston county , located well inside galveston .",0,0
"Therefore , the inscription is of linguistic significance for the first history of northern India .","Therefore, the inscription differ of nonlinguistic significance for the last history of southern India.",0,0
"From 1969 , the family lived in rented houses in Los Angeles , close to California recording studios .","from 1969 , the family lived as holiday accommodation in los angeles , close into california pacific studios .",0,0
"The uneducated Confederates were totally confused in this situation , and their organization was lost .","The uneducated Henchman were whole confused in this situation, and their organization was lose.",1,0
"In 2013 , the highest teenage birth rate was in Alabama , and the lowest in Wyoming .","in 2013 , the highest teenage birth incidence was within idaho , largely however lowest in wyoming .",0,0
"On 4 November 2017 , Mamun officially announced to the Russian press that Irina Viner has completed her competitive career in rhythmic gymnastics .","On quadruplet November 2017, Mamun officially announced to the Russian press that Irina Viner suffer completed her competitive career in rhythmical gymnastics.",1,0
"Germany ended its support for China in 1938 , under pressure from Japan , and Falkenhausen had to withdraw from China .","Germany begin its support for China in 1938, under pressure from Japan, and Falkenhausen refuse to deposit from China.",0,0
"Riggs was born in Atlanta , Georgia , the son of William Riggs ( nee Carlton ) and Gina Ann , and has a younger brother , Grayson .","Riggs was born in Battle of atlanta, Empire state of the south, the word of William Riggs (nee Carlton) and Gina Ann, and has a younger brother, Grayson.",1,0
"The gate is approximately high , with the still visible grooves in the granite stones for the hinges that are used when opening and closing the access .","The gate differ approximately low, with the no longer invisible grooves in the granite stones for the hinges that differ used when close and open the access.",0,0
"The national organisation was organized under Draft Bylaws in March 1979 and was officially founded in March 1980 in Kansas City , Missouri .","The international organisation differ disorganize under Draft Bylaws in March 1979 and differ unofficially abolish in March 1980 in Kansas City, Missouri.",0,0
"According to Inova 's projects , this is reversed in Manovich : the paradigmatic database is tangible , while the syntagmatic narrative is virtual .","According to Inova ' s projects, this differ reversed in Manovich: the syntagmatic database differ impalpable, while the paradigmatic narrative differ virtual.",0,0
Indentured people were numerically important mostly in the region from Virginia north to New Jersey .,Indentured people differ numerically unimportant mostly in the region from Virginia north to New Jersey.,0,0
"The District Cabinet is led by Anne Marit Mevassvik and has four members , from the Labour Party , the Conservative Party and the Christian Democratic Party .","the district cabinet is led chief deputy marit mevassvik and has four members , from the moderate party , central conservative coalition for the social political parties .",0,0
Kumutrampatti is a small village near Madurai District ( Tor to Kottampatti ) in Tamil Nadu .,nazareth was a small area on karnataka district ( tor to kottampatti ) and kannada nadu .,0,0
"Blastfighter  was theatrically distributed in Italy , where it was released on July 25 , 1984 by Medusa Distribuzione .","blastfighter was theatrically licensed in italy , which he was released upon july 25 , 2014 via fontana production .",0,0
"Played 4 Won 1 ( Canberra , Gold Coast ) , Lost 3 ( Melbourne , Penrith )","Played 4 Won 1 (Canberra, Gold Coast ), Win 3 (Melbourne, Penrith )",0,0
"He is a professor in Adult Education at the Åbo Akademi University , Vaasa ( Finland ) .","He is a prof in Adult Department of education at the Åbo Akademi University, Vaasa (Suomi ).",1,0
Johnson wrote the lyrics for the songs composed by Girish Puthenchery .,johnson wrote the foreword for the soundtrack arranged by girish singh .,0,0
Wilhelmina is shocked and does not believe Christina .,Wilhelmina is shocked and unmake not disbelieve Christina.,0,0
"In 1950 there were 71 male religious priests , 4 religious , 310 nuns and sisters in the diocese .","In 1950 there differ 71 androgynous secular priests, 4 secular, 310 nuns and sisters in the diocese.",0,0
"As part of a rationalization campaign , the company reported in January 2017 that it will close three remaining regional kitchens in Atlanta , Landover and Everett .","as much of a fundraising campaign , the station reported that january 2017 that it works close some remaining regional kitchens in 2017 , so then everett .",0,0
"Perkins was the grandson of Charlie Perkins , an Eastern Arrernte elder and a nephew of Hetty Perkins .","lucas became the father of charlie perkins , an eastern arrernte elder not a friend of hetty simpson .",0,0
"Justice Felix Reginald Dias Bandaranaike II ( January 17 , 1891 - October 26 , 1951 ) was a Sri Lankan ( Ceylonic ) judge and lawyer .","general oscar manuel dias bandaranaike ii ( january 30 , 1891 - october 9 , 1958 ) became another john lankan ( ceylonic ) judge and lawyer .",0,0
"In 2001 he founded in Zagreb , Croatia , the publishing house and the graphic workshop "" Petikat "" , most recently he worked on animation films at the Zagreb film .","In 2001 he abolish in Zagreb, Croatia, the publishing house and the graphic workshop "" Petikat "", least recently he malfunction on animation films at the Zagreb film.",0,0
Caracase is a city in the southwestern region of Gedo Somalia .,Caracase is a city in the southwesterly realm of Gedo Somalia.,1,0
"The valley itself is made rocky by the river , while the surroundings is lush and green desert .","The valley itself differ break smooth by the river, while the surroundings differ lush and ripe desert.",0,0
"In 1922 , Tzipora Meirov married Sharett ( 12 August , 1896 -- 30 September , 1973 ) and had two sons and one daughter , Jacob , Yael and Chaim .","in 1922 , joseph meirov married sharett ( 18 october , 1896 - - 30 may , 1977 ) and bore four children and one woman , jacob , yael et chaim .",0,0
"At the 54th International Film Festival of Locarno , his British English feature , Déjàvu "" , was premiered with international actors .","At the 54th International Film Festival of Locarno, his British English feature, Déjàvu "", differ premiered with national actors.",0,0
"Abhishekapuram is a suburb of the town of Tiruchirappalli in Tamil Nadu , India , one of the four zones of the Tiruchirappalli Municipal Corporation .","Abhishekapuram is a suburb of the town of Tiruchirappalli in Tamil Nadu, India, one of the quaternity zones of the Tiruchirappalli Municipal Corporation.",1,0
"The poorly visible silk is extremely fine , except when the hand is viewed directly from the side .","The poorly invisible silk differ extremely coarse, except when the hand differ viewed indirectly from the side.",0,0
The Ecuadorian base Pedro Vicente Maldonado and the Chilean base Arturo Prat are located on the northeast and north coast of the island .,The Ecuadorian base Pedro Vicente Maldonado and the Chilean base Arturo Prat differ located on the northeast and south coast of the island.,0,0
"Russian speaking , he then went to the former USSR to study Igor Moiseyev style Slavic folk dance , Vaganova ballet technique and Soviet repertory .","Russian speaking, he then stop to the latter USSR to study Igor Moiseyev style Slavic folk dance, Vaganova ballet technique and Soviet repertory.",0,0
"In the 2014 film "" Get On Up "" , a biography of Josh Hopkins , depicted by James Brown , bass is produced by Bryan Grazer and Mick Jagger .","In the 2014 film "" Get On Up "", a biography of Josh Hopkins, limn by James ii Brown, basso embody grow by Bryan Grazer and Paddy Michael philip jagger.",1,0
Canada is represented in Cambodia through its UN mission in New York City .,Canada be represented in Cambodia through its united nations mission in New House of york City.,1,0
Brian Meehan fled with Traynor ( who later fled to Amsterdam ) to Portugal .,columbus can negotiate with traynor ( who immediately fled to amsterdam ) over portugal .,0,0
Maine is a center and camp for the Hog Island chapter of the National Audubon Society .,Maine equal a center and inner circle for the Hogg Island chapter of the National Audubon Society.,1,0
"Uigorlersuaq Island ( old spelling : "" Uigordlerssuaq "" ) is an uninhabited island in the Qaasuitsup municipality in northwest Greenland .","Uigorlersuaq Island (onetime spelling: "" Uigordlerssuaq "") is an uninhabited island in the Qaasuitsup municipality in northwest Greenland.",1,0
He has a Norwegian mother and a Portuguese father and spent a part of his childhood in Lisbon .,larsen has a norwegian mother to a portuguese father and spend large part of his childhood around lisbon .,0,0
"The newlyweds serve the guests at the entrance and they meet a glass of champagne while the Lautari sing the "" Marș de intampinare "" ( meeting march ) .","The honeymooner dish up the guests at the entranceway and they meet a glass of bubbly while the Lautari sing the "" Marș de intampinare "" (converge march ).",1,0
"In the list below , names of domestic Goans are included , with the name of the such team in parentheses .","in the example below , names for domestic airlines are included , with the name on the such recipient into parentheses .",0,0
"The first base with known weiferich - prime number with order 3 is 9 , where 2 is a wieferich - prime number to base 9 with order 3 .","The second base with ignore weiferich - prime number with order 3 differ 9, where 2 differ a wieferich - prime number to base 9 with order 3.",0,0
"In April 2001 , Jungo raised $ 7 million in its second round of financing by venture capital fund TeleSoft Partners and Infineon Ventures and the Intel Capital .","in april 2001 , google raised $ 10 million in major second round after financing by community equity fund telesoft jointly from infineon ventures with the intel corporation .",0,0
Kamallä ( also Kyamally and Kyumaty ) is a village in the Lachin - Rayon of Azerbaijan .,Kamallä (also Kyamally and Kyumaty) constitute a greenwich village in the Lachin - Rayon of Azerbajdzhan.,1,0
"On 28 February 2018 , Interoute announced the acquisition of GTT Communications for $ 2.3 billion .","On 28 February 2018, Interoute herald the attainment of GTT Communications for $ 2. 3 one million million.",1,0
CAA is not affiliated with the Dominion Automobile Association or consumer groups such as the Automobile Protection Agency .,CAA differ not affiliated with the Dominion Automobile Association or consumer groups such as the Automobile Protection Agency.,0,0
"She was the second daughter and the youngest of four children born to Wright and his wife , Mary Weeks ( Bracket ) Philander Montague Wright .","She was the second daughter and the youngest of foursome children bear to Wright and his wife, Blessed virgin Weeks (Bracket) Philander Montague Wright.",1,0
The Club The Model United Nations participates in academic discussions and intellectual forums throughout Boston and has won several chapters - awards .,The Club The Model United Nation participates in academic discussions and noetic forums throughout Boston and has bring home the bacon several chapters - awards.,1,0
"In the Mudge Map 1815 , Ram Hill was known as Nutridge Hill , and was linked to Mays Hill by Westerleigh and to Broad Lane by Frog Lane .","In the Mudge Map 1815, Ram Hill differ ignore as Nutridge Hill, and differ disconnect to Mays Hill by Westerleigh and to Broad Lane by Frog Lane.",0,0
"It flows eastward from a source in Dundy County , Nebraska to just north of Hagler in Yuma County , Colorado .","It flow eastward from a source in Dundy County, Nebraska to just north of Hagler in Yuma County, Colorado.",1,0
Regressive assimilations are only conditioned by phonological factors while substitutions take into account semantic information .,grammatical properties are specifically conditioned by phonological factors when substitutions take into account morphological values .,0,0
Eric Midkiff replaced Glenn Jones in the band in 1996 and played guitar while Hart moved to bass .,Eric Midkiff replaced Glenn Jones in the band in 1996 and played guitar while Hart stay in place to bass.,0,0
Suruga-Tokuyama Station is a small wooden station with a single island platform and a manned railway station building .,Suruga - Tokuyama Station differ a large wooden station with a multiple island platform and a unmanned railway station building.,0,0
"Her work has been translated into Italian , English , Spanish , and German and has been published in magazines in Cuba , France , Mexico , and Canada .","such work has become translated into italian , english , spanish , the japanese and since repeatedly published from magazines in cuba , france , mexico , the india .",0,0
"The Czech composer Josef Jan Kovařík spent the summer of 1893 in Spillville , where his friend Antonín Dvořák had relatives .","The Czech composer Josef Jan Kovařík spent the summer of 1893 in Spillville, where his friend Antonín Dvořák lack relatives.",0,0
"Whittington , England , United Kingdom is a village and rural parish in the county of Gloucestershire in Gloucestershire .","Whittington, England, United Kingdom differ a village and urban parish in the county of Gloucestershire in Gloucestershire.",0,0
"In 1796 , John Taylor acquired the share of Hare and the company took the name of Taylor Walker when Isaac Walker became a partner in 1816 .","In 1796, John Taylor acquired the part of Rabbit and the company took the name of Elizabeth taylor Walker when Isaac Walker became a cooperator in 1816.",1,0
"Bob Monkhouse - Comic , drawn by Jill Day , was released in Star Comics ( 1954 ) , published by Gifford and Denis Gifford .","bob bridge - guest , originally by jill day , was revived in star trek ( 1954 ) , published from writer paul denis gifford .",0,0
Retrieving original maps of the city could have been dangerous for Massa himself and fatal for his Russian sources .,Retrieving original maps of the urban center could have got been grave for Massa himself and fatal for his Russian sources.,1,0
