	Sentence1	Sentence2	Gold Label	is_sts
852	Medics transport a patient on a stretcher.	medic transport angstrom patient on a capstone.	3	true
853	Medics transport a patient on a stretcher.	medic transport a patient along angstrom stretcher.	2	true
854	Medics transport a patient on a stretcher.	medick transport angstrom patient on angstrom stretcher.	1	true
855	A woman is playing a flute on stage.	A woman is playing a flute on stage.	5	true
856	A woman is playing a flute on stage.	angstrom unit woman is playing a flute on stage.	4	true
857	A woman is playing a flute on stage.	A woman is playing a transverse flute along phase.	3	true
858	A woman is playing a flute on stage.	A woman is acting angstrom transverse flute on stage.	2	true
859	A woman is playing a flute on stage.	angstrom unit woman be acting a flute on stage.	1	true
860	Two baby pandas are playing.	Two baby pandas are playing.	5	true
861	Two baby pandas are playing.	Two babe pandas are acting.	4	true
862	Two baby pandas are playing.	2 babe pandas are acting.	3	true
863	Two baby pandas are playing.	2 baby giant panda ar playing.	2	true
864	Two baby pandas are playing.	Two babe pandas argon acting.	1	true
865	A baby is laughing.	A baby is laughing.	5	true
866	A baby is laughing.	A baby be laugh.	4	true
867	A baby is laughing.	angstrom babe be laughing.	3	true
868	A baby is laughing.	angstrom baby be laugh.	2	true
869	A baby is laughing.	A baby beryllium laughter.	1	true
870	A man is playing a guitar.	A man is playing a guitar.	5	true
871	A man is playing a guitar.	angstrom man be playing a guitar.	4	true
872	A man is playing a guitar.	A adult male is acting angstrom guitar.	3	true
873	A man is playing a guitar.	A man be acting a guitar.	2	true
874	A man is playing a guitar.	angstrom unit man be acting a guitar.	1	true
875	A man is folding paper.	A man is folding paper.	5	true
876	A man is folding paper.	A man is protein folding paper.	4	true
877	A man is folding paper.	A adult male beryllium folding paper.	3	true
878	A man is folding paper.	A man be protein folding composition.	2	true
879	A man is folding paper.	angstrom unit adult male be folding paper.	1	true
880	Three women are dancing.	Three women are dancing.	5	true
881	Three women are dancing.	three women are dancing.	4	true
882	Three women are dancing.	3 women ar dance.	3	true
883	Three women are dancing.	3 woman are dance.	2	true
884	Three women are dancing.	Three adult female argon dancing.	1	true
885	The cats are playing with each other.	The cats are playing with each other.	5	true
886	The cats are playing with each other.	The cats ar playing with each other.	4	true
887	The cats are playing with each other.	The cat are acting with to each one other.	3	true
888	The cats are playing with each other.	The cats ar acting with each other.	2	true
889	The cats are playing with each other.	The cats are playing with to each one other.	1	true
890	A person is writing.	A person is writing.	5	true
891	A person is writing.	angstrom person be writing.	4	true
892	A person is writing.	angstrom individual be writing.	3	true
893	A person is writing.	A person be writing.	2	true
894	A person is writing.	angstrom unit person be authorship.	1	true
895	A man is running.	A man is running.	5	true
896	A man is running.	A adult male be running.	4	true
897	A man is running.	angstrom man be run.	3	true
898	A man is running.	A adult male is run.	2	true
899	A man is running.	A adult male beryllium running.	1	true
900	The woman is rolling dough.	The woman is rolling dough.	5	true
901	The woman is rolling dough.	The adult female is rolling boodle.	4	true
902	The woman is rolling dough.	The woman is pealing dough.	3	true
903	The woman is rolling dough.	The adult female is peal dough.	2	true
904	The woman is rolling dough.	The adult female is peal boodle.	1	true
905	A woman is adding spices on a meat.	A woman is adding spices on a meat.	5	true
906	A woman is adding spices on a meat.	angstrom woman is adding spice on a meat.	4	true
907	A woman is adding spices on a meat.	angstrom woman be adding spices on a kernel.	3	true
908	A woman is adding spices on a meat.	angstrom woman be adding spices on angstrom meat.	2	true
909	A woman is adding spices on a meat.	A woman is adding spiciness along angstrom meat.	1	true
910	A woman is adding oil on fishes.	A woman is adding oil on fishes.	5	true
911	A woman is adding oil on fishes.	A woman beryllium adding oil on fishes.	4	true
912	A woman is adding oil on fishes.	angstrom woman beryllium adding oil on fishes.	3	true
913	A woman is adding oil on fishes.	A adult female is add oil along fishes.	2	true
914	A woman is adding oil on fishes.	A woman be adding oil color along fish.	1	true
915	A young boy is holding a guitar.	A young boy is holding a guitar.	5	true
916	A young boy is holding a guitar.	A offspring male child is holding a guitar.	4	true
917	A young boy is holding a guitar.	A young boy be keeping a guitar.	3	true
918	A young boy is holding a guitar.	angstrom young boy be holding angstrom guitar.	2	true
919	A young boy is holding a guitar.	angstrom young boy be holding angstrom guitar.	1	true
920	A cheetah is running.	A cheetah is running.	5	true
921	A cheetah is running.	A chetah is run.	4	true
922	A cheetah is running.	angstrom unit cheetah is run.	3	true
923	A cheetah is running.	angstrom cheetah be run.	2	true
924	A cheetah is running.	angstrom cheetah Be running.	1	true
925	The man is eating pizza.	The man is eating pizza.	5	true
926	The man is eating pizza.	The adult male is feeding pizza.	4	true
927	The man is eating pizza.	The adult male is feeding pizza.	3	true
928	The man is eating pizza.	The adult male be eating pizza pie.	2	true
929	The man is eating pizza.	The adult male is feeding pizza.	1	true
930	An orangutan is riding a bus.	An orangutan is riding a bus.	5	true
931	An orangutan is riding a bus.	An orangutan is horseback riding a autobus.	4	true
932	An orangutan is riding a bus.	An orangutan is horseback riding angstrom autobus.	3	true
933	An orangutan is riding a bus.	Associate in Nursing orangutan be horseback riding a bus.	2	true
934	An orangutan is riding a bus.	Associate in Nursing orangutan beryllium horseback riding a bus.	1	true
935	A man and a woman talk in a diner.	A man and a woman talk in a diner.	5	true
936	A man and a woman talk in a diner.	A man and a woman talk in angstrom diner.	4	true
937	A man and a woman talk in a diner.	A man and a adult female talk in a diner.	3	true
938	A man and a woman talk in a diner.	A man and a woman talk in angstrom diner.	2	true
939	A man and a woman talk in a diner.	angstrom man and a adult female talk inch a diner.	1	true
940	A man is playing a guitar.	A man is playing a guitar.	5	true
941	A man is playing a guitar.	A adult male be playing a guitar.	4	true
942	A man is playing a guitar.	A man beryllium playing a guitar.	3	true
943	A man is playing a guitar.	angstrom adult male is playing a guitar.	2	true
944	A man is playing a guitar.	angstrom adult male is playing angstrom unit guitar.	1	true
945	A girl is singing and playing a guitar.	A girl is singing and playing a guitar.	5	true
946	A girl is singing and playing a guitar.	A miss is singing and playing a guitar.	4	true
947	A girl is singing and playing a guitar.	angstrom miss is vocalizing and playing a guitar.	3	true
948	A girl is singing and playing a guitar.	A girl be vocalizing and playing angstrom guitar.	2	true
949	A girl is singing and playing a guitar.	A miss is vocalizing and acting a guitar.	1	true
950	A girl is communicating with sign language.	A girl is communicating with sign language.	5	true
951	A girl is communicating with sign language.	angstrom girl is communicating with sign linguistic communication.	4	true
952	A girl is communicating with sign language.	A miss be communicating with sign linguistic communication.	3	true
953	A girl is communicating with sign language.	angstrom girl be communicating with sign language.	2	true
954	A girl is communicating with sign language.	A girl beryllium communicating with sign linguistic communication.	1	true
955	A woman is doing weight exercises.	A woman is doing weight exercises.	5	true
956	A woman is doing weight exercises.	A woman is make free weight exercises.	4	true
957	A woman is doing weight exercises.	angstrom woman is make weight exercise.	3	true
958	A woman is doing weight exercises.	angstrom woman is make free weight exercises.	2	true
959	A woman is doing weight exercises.	angstrom unit woman is make weight exercise.	1	true
960	A man is getting inside a car.	A man is getting inside a car.	5	true
961	A man is getting inside a car.	A man is acquiring interior a car.	4	true
962	A man is getting inside a car.	A man be getting interior angstrom car.	3	true
963	A man is getting inside a car.	A adult male be getting inside a car.	2	true
964	A man is getting inside a car.	angstrom man is acquiring inside angstrom unit car.	1	true
965	A big green ball knocks a potato over.	A big green ball knocks a potato over.	5	true
966	A big green ball knocks a potato over.	angstrom big green ball knocks a potato complete.	4	true
967	A big green ball knocks a potato over.	A big green musket ball knocks angstrom white potato over.	3	true
968	A big green ball knocks a potato over.	A big green musket ball knock a white potato over.	2	true
969	A big green ball knocks a potato over.	A big green ball knocking angstrom white potato over.	1	true
970	A cat is playing keyboards.	A cat is playing keyboards.	5	true
971	A cat is playing keyboards.	A cat is playing keyboards.	4	true
972	A cat is playing keyboards.	angstrom true cat is playing keyboard.	3	true
973	A cat is playing keyboards.	angstrom true cat is acting keyboards.	2	true
974	A cat is playing keyboards.	angstrom true cat is acting keyboard.	1	true
975	Two dogs swim in a pool.	Two dogs swim in a pool.	5	true
976	Two dogs swim in a pool.	2 dogs swim inch a pool.	4	true
977	Two dogs swim in a pool.	2 dogs swim in angstrom unit pool.	3	true
978	Two dogs swim in a pool.	Two dog swimming in a pond.	2	true
979	Two dogs swim in a pool.	Two dog swim in angstrom pool.	1	true
980	The man used a chopper to chop the onion.	The man used a chopper to chop the onion.	5	true
981	The man used a chopper to chop the onion.	The man used angstrom chopper to chop shot the onion.	4	true
982	The man used a chopper to chop the onion.	The man used angstrom chop to chop the onion plant.	3	true
983	The man used a chopper to chop the onion.	The adult male used angstrom chopper to chop the onion.	2	true
984	The man used a chopper to chop the onion.	The man used angstrom chopper to chop shot the onion.	1	true
985	A woman slices tofu.	A woman slices tofu.	5	true
986	A woman slices tofu.	angstrom adult female slices tofu.	4	true
987	A woman slices tofu.	angstrom unit adult female slices tofu.	3	true
988	A woman slices tofu.	A adult female slices bean curd.	2	true
989	A woman slices tofu.	A adult female slice bean curd.	1	true
990	A herd of deer are crossing the street.	A herd of deer are crossing the street.	5	true
991	A herd of deer are crossing the street.	A herd of deer ar crossing the street.	4	true
992	A herd of deer are crossing the street.	angstrom herd of cervid are ford the street.	3	true
993	A herd of deer are crossing the street.	A herd of deer are crossing the street.	2	true
994	A herd of deer are crossing the street.	angstrom unit herd of cervid are ford the street.	1	true
995	The person is riding the horse.	The person is riding the horse.	5	true
996	The person is riding the horse.	The individual is riding the Equus caballus.	4	true
997	The person is riding the horse.	The person is riding the horse.	3	true
998	The person is riding the horse.	The individual beryllium riding the horse.	2	true
999	The person is riding the horse.	The individual is riding the Equus caballus.	1	true
1000	Someone is feeding a animal.	Someone is feeding a animal.	5	true
1001	Someone is feeding a animal.	Someone is eating angstrom animal.	4	true
1002	Someone is feeding a animal.	person is feeding a animal.	3	true
1003	Someone is feeding a animal.	Someone be eating a animate being.	2	true
1004	Someone is feeding a animal.	Someone is feeding angstrom animate being.	1	true
1005	Someone is slicing tortila's.	Someone is slicing tortila's.	5	true
1006	Someone is slicing tortila's.	Someone be slice tortila's.	4	true
1007	Someone is slicing tortila's.	Someone Be slicing tortila's.	3	true
1008	Someone is slicing tortila's.	individual is slicing tortila's.	2	true
1009	Someone is slicing tortila's.	person is slice tortila's.	1	true
1010	Someone is mixing ingrediants.	Someone is mixing ingrediants.	5	true
1011	Someone is mixing ingrediants.	Someone beryllium mixing ingrediants.	4	true
1012	Someone is mixing ingrediants.	individual is mixing ingrediants.	3	true
1013	Someone is mixing ingrediants.	person is mixing ingrediants.	2	true
1014	Someone is mixing ingrediants.	Someone be premix ingrediants.	1	true
1015	A rooster pecks at a dead mouse.	A rooster pecks at a dead mouse.	5	true
1016	A rooster pecks at a dead mouse.	A cock pecks at a dead shiner.	4	true
1017	A rooster pecks at a dead mouse.	A cock pecks at a all in shiner.	3	true
1018	A rooster pecks at a dead mouse.	angstrom unit rooster pecks at a all in mouse.	2	true
1019	A rooster pecks at a dead mouse.	angstrom unit rooster pecks at a all in mouse.	1	true
1020	A woman holds a kangaroo.	A woman holds a kangaroo.	5	true
1021	A woman holds a kangaroo.	angstrom woman holds a kangaroo.	4	true
1022	A woman holds a kangaroo.	angstrom woman clasp angstrom kangaroo.	3	true
1023	A woman holds a kangaroo.	A woman clasp angstrom kangaroo.	2	true
1024	A woman holds a kangaroo.	angstrom unit woman clasp a kangaroo.	1	true
1025	A man is playing with frogs	A man is playing with frogs	5	true
1026	A man is playing with frogs	angstrom man is playing with frogs	4	true
1027	A man is playing with frogs	A man is acting with frog	3	true
1028	A man is playing with frogs	A adult male is acting with frogs	2	true
1029	A man is playing with frogs	A adult male be playing with frogs	1	true
1030	Two men are talking.	Two men are talking.	5	true
1031	Two men are talking.	Two work force ar talking.	4	true
1032	Two men are talking.	Two work force ar talking.	3	true
1033	Two men are talking.	Two men argon talk.	2	true
1034	Two men are talking.	Two work force are talk.	1	true
1035	A man spreads butter on a big piece of bread.	A man spreads butter on a big piece of bread.	5	true
1036	A man spreads butter on a big piece of bread.	A man spreads butter along a big part of bread.	4	true
1037	A man spreads butter on a big piece of bread.	A man spread butter on a big part of bread.	3	true
1038	A man spreads butter on a big piece of bread.	angstrom man spread butter on a big piece of bread.	2	true
1039	A man spreads butter on a big piece of bread.	A man spreads butter on a large portion of breadstuff.	1	true
1040	A man is running across a high wire.	A man is running across a high wire.	5	true
1041	A man is running across a high wire.	angstrom man is running across a high conducting wire.	4	true
1042	A man is running across a high wire.	angstrom man is run crosswise a high wire.	3	true
1043	A man is running across a high wire.	A man beryllium running across angstrom high wire.	2	true
1044	A man is running across a high wire.	angstrom man is running across angstrom unit high conducting wire.	1	true
1045	A man is mowing a lawn.	A man is mowing a lawn.	5	true
1046	A man is mowing a lawn.	angstrom man is mowing a lawn.	4	true
1047	A man is mowing a lawn.	angstrom man be mowing a lawn.	3	true
1048	A man is mowing a lawn.	A adult male is mow a lawn.	2	true
1049	A man is mowing a lawn.	A adult male is mowing angstrom lawn.	1	true
1050	A man is opening a door.	A man is opening a door.	5	true
1051	A man is opening a door.	A man be opening a doorway.	4	true
1052	A man is opening a door.	A adult male beryllium opening a door.	3	true
1053	A man is opening a door.	angstrom unit man is opening angstrom door.	2	true
1054	A man is opening a door.	A adult male is opening angstrom unit door.	1	true
1055	A man is slicing a potato into pieces.	A man is slicing a potato into pieces.	5	true
1056	A man is slicing a potato into pieces.	angstrom man is slicing a potato into pieces.	4	true
1057	A man is slicing a potato into pieces.	angstrom man is slicing a white potato into pieces.	3	true
1058	A man is slicing a potato into pieces.	angstrom man be slicing a potato into piece.	2	true
1059	A man is slicing a potato into pieces.	A man be slicing angstrom unit white potato into pieces.	1	true
1060	The woman is cutting cooked octopus.	The woman is cutting cooked octopus.	5	true
1061	The woman is cutting cooked octopus.	The woman is film editing cooked octopus.	4	true
1062	The woman is cutting cooked octopus.	The adult female is cutting James Cook octopus.	3	true
1063	The woman is cutting cooked octopus.	The woman be film editing cooked octopus.	2	true
1064	The woman is cutting cooked octopus.	The adult female is cutting James Cook octopus.	1	true
1065	A man is punching through boards.	A man is punching through boards.	5	true
1066	A man is punching through boards.	A man is punch done boards.	4	true
1067	A man is punching through boards.	A man be punch through board.	3	true
1068	A man is punching through boards.	A adult male be punch through boards.	2	true
1069	A man is punching through boards.	angstrom adult male is punching through board.	1	true
1070	A man is dancing.	A man is dancing.	5	true
1071	A man is dancing.	angstrom man is dance.	4	true
1072	A man is dancing.	A adult male beryllium dancing.	3	true
1073	A man is dancing.	angstrom adult male be dancing.	2	true
1074	A man is dancing.	angstrom adult male be dancing.	1	true
1075	Someone is playing a piano.	Someone is playing a piano.	5	true
1076	Someone is playing a piano.	Someone be playing angstrom piano.	4	true
1077	Someone is playing a piano.	Someone be acting a pianoforte.	3	true
1078	Someone is playing a piano.	Someone be playing a piano.	2	true
1079	Someone is playing a piano.	Someone be playing angstrom piano.	1	true
1080	Two foxes are eating from a plate on a brick patio.	Two foxes are eating from a plate on a brick patio.	5	true
1081	Two foxes are eating from a plate on a brick patio.	Two foxes are eating from a plate on a brick patio.	4	true
1082	Two foxes are eating from a plate on a brick patio.	2 foxes argon eating from a plate on a brick patio.	3	true
1083	Two foxes are eating from a plate on a brick patio.	2 foxes are eating from angstrom plate on a brick patio.	2	true
1084	Two foxes are eating from a plate on a brick patio.	2 foxes are eating from a home plate on a brick patio.	1	true
1085	A boy is playing a key-board.	A boy is playing a key-board.	5	true
1086	A boy is playing a key-board.	angstrom unit boy is playing a keyboard.	4	true
1087	A boy is playing a key-board.	angstrom boy is acting angstrom keyboard.	3	true
1088	A boy is playing a key-board.	A male child is playing angstrom keyplank.	2	true
1089	A boy is playing a key-board.	A boy be playing angstrom unit keyboard.	1	true
1090	A person plays a keyboard.	A person plays a keyboard.	5	true
1091	A person plays a keyboard.	A individual plays angstrom keyboard.	4	true
1092	A person plays a keyboard.	angstrom person plays angstrom keyboard.	3	true
1093	A person plays a keyboard.	angstrom person plays angstrom keyboard.	2	true
1094	A person plays a keyboard.	angstrom individual drama a keyboard.	1	true
1095	A man is shooting a gun.	A man is shooting a gun.	5	true
1096	A man is shooting a gun.	angstrom man is shooting angstrom gun.	4	true
1097	A man is shooting a gun.	A man is shot angstrom artillery.	3	true
1098	A man is shooting a gun.	A man be shot a artillery.	2	true
1099	A man is shooting a gun.	A adult male be shooting a artillery.	1	true
1100	Someone is slicing an onion.	Someone is slicing an onion.	5	true
1101	Someone is slicing an onion.	Someone be slicing an onion plant.	4	true
1102	Someone is slicing an onion.	Someone be piece an onion.	3	true
1103	Someone is slicing an onion.	person be slicing Associate in Nursing onion.	2	true
1104	Someone is slicing an onion.	individual is slice an onion plant.	1	true
1105	A man is swimming.	A man is swimming.	5	true
1106	A man is swimming.	angstrom man be swimming.	4	true
1107	A man is swimming.	angstrom adult male be swimming.	3	true
1108	A man is swimming.	angstrom adult male be swimming.	2	true
1109	A man is swimming.	angstrom man beryllium swim.	1	true
1110	A man is playing the guitar.	A man is playing the guitar.	5	true
1111	A man is playing the guitar.	A adult male is acting the guitar.	4	true
1112	A man is playing the guitar.	angstrom adult male is acting the guitar.	3	true
1113	A man is playing the guitar.	A man be playing the guitar.	2	true
1114	A man is playing the guitar.	angstrom adult male beryllium playing the guitar.	1	true
1115	A woman is slicing a pumpkin.	A woman is slicing a pumpkin.	5	true
1116	A woman is slicing a pumpkin.	angstrom adult female is slicing a pumpkin.	4	true
1117	A woman is slicing a pumpkin.	angstrom unit woman is slicing a pumpkin vine.	3	true
1118	A woman is slicing a pumpkin.	angstrom woman is slice a pumpkin vine.	2	true
1119	A woman is slicing a pumpkin.	A adult female Be slicing a pumpkin.	1	true
1120	A woman is dancing.	A woman is dancing.	5	true
1121	A woman is dancing.	angstrom woman is dance.	4	true
1122	A woman is dancing.	angstrom adult female is dance.	3	true
1123	A woman is dancing.	A woman beryllium dance.	2	true
1124	A woman is dancing.	A woman beryllium dancing.	1	true
1125	A woman is cracking eggs into a bowl.	A woman is cracking eggs into a bowl.	5	true
1126	A woman is cracking eggs into a bowl.	angstrom adult female is cracking eggs into a bowl.	4	true
1127	A woman is cracking eggs into a bowl.	A adult female is cleft eggs into a bowl.	3	true
1128	A woman is cracking eggs into a bowl.	angstrom woman beryllium cracking eggs into a bowl.	2	true
1129	A woman is cracking eggs into a bowl.	angstrom adult female is crack eggs into a trough.	1	true
