Sentence1,Sentence2,Gold Label
"The quick conviction followed a 2 1/2 week trial, during which the Venango County man represented himself.","The immediate conviction followed a 2 1/2 week trial , during which the Venango County man represented himself .",1
"Noah Wyle, who has played Dr. John Carter since the series launched in 1994, has inked a one-year extension to his deal with producer Warner Bros. TV.","Noah Wyle , who has played Dr. John Carter since the series launched in 1994 , has inked a one year extension to his deal with producer Warner Bros. TV .",1
The Air Force inspector general and the Pentagon also are investigating.,The Air Force inspector general and the Pentagon besides are investigating .,1
"More than 60 suspected cases have been reported in the United States, none of them fatal.","More than 60 mistrust cases have been reported in the United States , none of them fatal .",1
"Goldman decided to increase its quarterly dividend to 25 cents a share from 12 cents, citing recent tax legislation as a primary factor behind the move.","Goldman decided to increase its every quarter dividend to 25 cents a share from 12 cents , citing holocene tax legislation as a chief factor behind the move .",1
Medicaid is the federal and state government health insurance program for the poor.,Medicaid is the federal soldier and state government health insurance program for the pitiable .,1
"A New Castle County woman has become the first Delaware patient to contract the West Nile virus this year, the state's Department of Health reported.","A New Castle County woman has become the start Delaware patient to contract the West Nile virus this year , the state 's Department of Health reported .",1
"The 19 face charges including racketeering, conspiracy, organized fraud, grand theft and illegal drug sales, all felonies carrying penalties of five to 30 years in prison.","The 19 face charges including racketeering , conspiracy , organized fraud , expansive theft and illegal drug sales , all felonies carrying penalties of five to 30 years in prison .",1
"In several previous shipwrecks, the search for survivors had to be abandoned for similar reasons, leaving the vessels and most of their passengers unaccounted for.","In respective late shipwrecks , the search for survivors had to be abandoned for standardized reasons , leaving the vessels and most of their passengers unaccounted for .",1
"UAL bankruptcy attorney James Sprayregen said at a court hearing the company will submit an updated business plan to the Air Transportation Stabilization Board, but gave no timeframe.","UAL bankruptcy attorney James Sprayregen said at a court hearing the company will submit an update business plan to the Air Transportation Stabilization Board , but gave no timeframe .",1
"There are estimated to be between 400,000 and 750,000 Iraqis employed by state-owned enterprises in Iraq, but most of the businesses are currently inoperative, he said.","There are estimated to be between 400,000 and 750,000 Iraqis employed by state-owned enterprises in Iraq , but most of the businesses are presently inoperative , he said .",1
"Attackers detonated a second roadside bomb later yesterday as a U.S. convoy was travelling near Falluja, just west of Baghdad, killing an U.S. soldier and wounding three others.","Attackers detonated a secondly roadside bomb afterwards yesterday as a U.S. convoy was travelling near Falluja , just west of Baghdad , killing an U.S. soldier and wounding three others .",1
Boeing said yesterday that Southwest exercised options to purchase 15 737s for delivery next year.,Boeing said yesterday that Southwest exercised options to purchase 15 737s for delivery future year .,1
"""I´m very proud of the citizens of this state,"" Gov.","`` I´m very lofty of the citizens of this state , '' Gov .",1
"The program, which only briefly downloads the pornographic material to the usurped computer, is invisible to the computer's owner.","The program , which only briefly downloads the adult material to the take over computer , is unseeable to the computer 's owner .",1
"Toll last week offered to buy the company for NZ75c a share, or $NZ158 million.","Toll close week offered to buy the company for NZ75c a share , or $ NZ158 million .",1
"George Pataki, unanimously agreed to impose the hikes.","George Pataki , nem con agreed to impose the hikes .",1
"Two Kuwaitis and six Palestinians with Jordanian passports were among the suspects, the official said.","Two Kuwaitis and six Palestinians with jordanian passports were among the suspects , the official said .",1
"The specific product that is the subject of the petition, 6000 series aluminium alloy rolled plate, is used for general-purpose engineering, tooling and die applications.","The particular product that is the subject of the petition , 6000 series aluminium alloy rolled plate , is used for general purpose engineering , tooling and die applications .",1
"Only one third of high-speed trains within France were running, national rail company Societe Nationale des Chemins de Fer said.","simply one third of high velocity trains within France were running , home rail company Societe Nationale des Chemins de Fer said .",1
"Instead of remains, the Ragusas will bury a vial of Michael's blood, which he had donated to a bone marrow center.","alternatively of remains , the Ragusas will bury a vial of Michael 's blood , which he had donated to a bone marrow center .",1
Two of the six people who testified before Congress Wednesday were engaged in a bitter dispute about airing Yankees games.,Two of the six people who testified before Congress Wednesday were engaged in a bitingly dispute about airing Yankees games .,1
Tampering with medicine has been so lucrative that many of those arrested lived in million-dollar homes.,Tampering with medicine has been so remunerative that many of those arrested lived in million-dollar homes .,1
The new link between Mohammed and Pearl was first reported in Tuesday's editions of The Wall Street Journal.,The unexampled link between Mohammed and Pearl was kickoff reported in Tuesday 's editions of The Wall Street Journal .,1
"In Somalia, only 26% of adolescent females (aged 10-19) have heard of Aids and just 1% know how to protect themselves.","In Somalia , only 26 % of juvenile females ( aged 10-19 ) have heard of Aids and just 1 % know how to protect themselves .",1
"The U.S.-backed Governing Council appointed a cabinet of 25 ministers, most of them little-known, saying they represented the will of Iraq.","The U.S.-backed Governing Council appointed a cabinet of 25 ministers , most of them little known , saying they represented the will of Iraq .",1
"Democratic presidential candidate Joe Lieberman accused President Bush on Wednesday of presiding over a new economy with old thinking, and for failing to reward innovation in the workplace.","democratic presidential candidate Joe Lieberman accused President Bush on Wednesday of presiding over a young economy with erstwhile thinking , and for failing to reward innovation in the workplace .",1
Police said three of them had also been detained last week and held for two days as suspects over bomb attacks in Jakarta and the North Sumatran city of Medan.,Police said three of them had besides been detained conclusion week and held for two days as suspects over bomb attacks in Jakarta and the North Sumatran city of Medan .,1
"He said they should ""not really be patrolling or be around those areas when they ... are conducting their prayers.""",He said they should `` not in truth be patrolling or be around those areas when they ... are conducting their prayers . '',1
The dollar rose 0.6 percent to 109.54 yen<JPY=> and climbed more than 1 percent to 1.3315 Swiss francs<CHF=>.,The dollar rose 0.6 percent to 109.54 yen < JPY= > and climbed more than 1 percent to 1.3315 swiss francs < CHF= > .,1
Late trading: Placing a buy order for a mutual fund after 4 p.m.,tardily trading : Placing a buy order for a common fund after 4 p.m .,1
"""Fighting continued until midnight,"" western rebel commander Ousmane Coulibaly told Reuters by satellite phone on Sunday.","`` Fighting continued until midnight , '' horse opera rebel commander Ousmane Coulibaly told Reuters by satellite phone on Sunday .",1
"Tampa Bay manager Lou Piniella, bench coach John McLaren and right fielder Aubrey Huff were ejected for arguing after Huff was called out on strikes to end the ninth.","Tampa Bay manager Lou Piniella , terrace coach John McLaren and right hand fielder Aubrey Huff were ejected for arguing after Huff was called out on strikes to end the one ninth .",1
Every day more American soldiers die.,Every day more american soldiers die .,1
"A coalition of campaign groups, including the militant national students body, is backing the protests, which the NLC called in defiance of a court order banning them.","A coalition of campaign groups , including the belligerent interior students body , is backing the protests , which the NLC called in defiance of a court order banning them .",1
"Drinking more coffee may reduce the risk of developing the most common form of diabetes, a study has found.","Drinking more coffee may reduce the risk of developing the most uncouth form of diabetes , a study has found .",1
"In Britain, temperatures threatened to top the 37.1 C (98.8 F) all-time high.","In Britain , temperatures threatened to top the 37.1 C ( 98.8 F ) all time eminent .",1
No pill is ever expected to replace earplugs and other mechanical ear protection.,No pill is eer expected to replace earplugs and other mechanically skillful ear protection .,1
"Wal-Mart, the nation's largest private employer, has expanded its antidiscrimination policy to protect gay and lesbian employees, company officials said Tuesday.","Wal-Mart , the nation 's largest common soldier employer , has expanded its antidiscrimination policy to protect gay and gay woman employees , company officials said Tuesday .",1
"In after-hours trading, H-P shares rose 62 cents to $22.83 after adding 56 cents in the regular session.","In after hours trading , H-P shares rose 62 cents to $ 22.83 after adding 56 cents in the fixture session .",1
"Lower state courts and federal courts are still hearing recall several recall cases, one of which a Los Angeles court dismissed on Friday.","Lower state courts and federal official courts are relieve hearing call in respective recall cases , one of which a Los Angeles court dismissed on Friday .",1
"To reach John A. Dvorak, who covers Kansas, call (816) 234-7743 or send e-mail to jdvorak@kctar.com.","To reach John A. Dvorak , who covers Kansas , call ( 816 ) 234-7743 or send electronic mail to jdvorak @ kctar.com .",1
"He will be paid $395,000 per year, up from Atkinson's current salary of $361,400.","He will be paid $ 395,000 per year , up from Atkinson 's electric current salary of $ 361,400 .",1
"Schwarzenegger has admitted to occasionally living the life of a playboy: smoking pot, chasing women and living fast and loose.","Schwarzenegger has admitted to now and again living the life of a playboy : smoking pot , chasing women and living fast and liberal .",1
The case marks the court's second major separation of church and state case in two years.,The case marks the court 's back john roy major separation of church and state case in two years .,1
"In 2001, the number of people on death row dropped for the first time in a decade.","In 2001 , the number of people on death row dropped for the firstly time in a decade .",1
"Subway, bus and suburban rail services in France's four largest cities -- Paris, Lyon, Lille and Marseille -- were severely disrupted, transport authorities said.","Subway , bus and suburban rail services in France 's four largest cities -- Paris , Lyon , Lille and Marseille -- were sternly disrupted , transport authorities said .",1
"Perkins also had a $200,000 buyout clause in his contract.","Perkins as well had a $ 200,000 buyout clause in his contract .",1
"""The lives of American war-fighters can be placed at direct risk through illegal transfer of military components,"" Joseph Schmitz, Defence Department inspector general, said.","`` The lives of american war-fighters can be placed at take aim risk through illegal transfer of war machine components , '' Joseph Schmitz , Defence Department inspector general , said .",1
Rehnquist wrote that the system was not narrowly tailored to achieve the interest in educational diversity.,rehnquist wrote that the system was not narrowly tailored to achieve the interest in educational diversity .,1
"Thirty-eight percent of cancer patients in five urban clinics believed the myth that the disease spreads when exposed to air during surgery, according to a survey."," percent of cancer patients in five urban clinics believed the myth that the disease spreads when exposed to air during surgery , according to a survey .",1
H-P came in second with nearly $3.32 billion in sales and 26 percent of the market's revenue.,H-P came in second gear with virtually $ 3.32 billion in sales and 26 percent of the market 's revenue .,1
She has the confidence of having beaten her for the first time and she is buoyed by Venus Williams' upset loss of two days ago.,She has the confidence of having beaten her for the firstly time and she is buoyed by Venus Williams ' disturbance loss of two days agone .,1
"The attacks came two days after suicide bombers detonated a truck bomb in a Government compound in northern Chechnya, killing 59.","The attacks came two days after felo de se bombers detonated a truck bomb in a Government compound in northerly Chechnya , killing 59 .",1
"""I reliably receive reminders when my dog needs a vaccination and when my car is due for maintenance,"" he said.","`` I dependably receive reminders when my dog needs a vaccination and when my car is referable for maintenance , '' he said .",1
"Since sinking to 2003 lows in early March, the Dow Jones industrial average has rallied 13.8%.","Since sinking to 2003 lows in former March , the Dow Jones industrial average has rallied 13.8 % .",1
"""Once the legislation enters into force, it opens the way for police and other personnel to be deployed to Solomon Islands and to carry out law-enforcement functions.","`` at one time the legislation enters into force , it opens the way for police and other personnel to be deployed to Solomon Islands and to carry out law-enforcement functions .",1
The FBI is trying to determine when White House officials and members of the vice president's staff first focused on Wilson and learned about his wife's employment at the CIA.,The FBI is trying to determine when White House officials and members of the vice president 's staff start focused on Wilson and learned about his wife 's employment at the CIA .,1
"According to the BBC, the group's interim report will say its inspectors have not even unearthed ""minute amounts of nuclear, chemical or biological weapons material"".","According to the BBC , the group 's lag report will say its inspectors have not fifty fifty unearth `` minute of arc amounts of atomic , chemical or biologic weapons material '' .",1
"Pearson, led by Marjorie Scardino, the chief executive, publishes its interim results this week.","Pearson , led by Marjorie Scardino , the main executive , publishes its meantime results this week .",1
Randall Simon followed with an RBI single to right.,Randall Simon followed with an RBI unity to right .,1
"""In fact, I was physically sick several times at this stage, because he looked so desperate,"" she said.","`` In fact , I was physically grisly respective times at this stage , because he looked so dire , '' she said .",1
"No legislative action is final without concurrence of the House, and few were predicting what fate the bill would meet there.","No legislative action is terminal without concurrence of the House , and few were predicting what fate the bill would meet there .",1
The firewall in the current Windows XP was known as the Internet Connection Firewall (ICF).,The firewall in the stream Windows XP was known as the Internet Connection Firewall ( ICF ) .,1
"""In Iraq,"" Sen. Pat Roberts (R-Kan.), chairman of the intelligence committee, said on CNN's ""Late Edition"" yesterday, ""we're now fighting an anti-guerrilla .","`` In Iraq , '' Sen. Pat Roberts ( R-Kan. ) , chairman of the intelligence committee , said on CNN 's `` late Edition '' yesterday , `` we 're now fighting an anti-guerrilla .",1
"The farmers market reopened Saturday; at least 11 people remained hospitalized, three in critical condition.","The farmers market reopened Saturday ; at least 11 people remained hospitalise , three in vital condition .",1
"A landslide in central Chungchong province derailed a Seoul-bound train and 28 passengers were injured, television said.","A landslide in primal Chungchong province derailed a Seoul-bound train and 28 passengers were injured , television said .",1
A Trillian representative did not return an e-mail requesting comment.,A Trillian representative did not return an email requesting comment .,1
"State health officials have reported 18 suspected cases in Wisconsin, 10 in Indiana and five in Illinois.","State health officials have reported 18 distrust cases in Wisconsin , 10 in Indiana and five in Illinois .",1
"The head of the panel -- Tillie Fowler, a former US representative from Florida -- told present and past commanders that cadets don't trust them.","The head of the panel -- Tillie Fowler , a sometime US representative from Florida -- told nowadays and past tense commanders that cadets do n't trust them .",1
"Cable high-speed lines increased 32.2 percent to 243,143.","cable television high speed lines increased 32.2 percent to 243,143 .",1
"""It's unfortunate that Senator Clinton would seek to politicize such a qualified nominee as Governor Leavitt,"" said Taylor Gross, a White House spokesman.","`` It 's unfortunate person that Senator Clinton would seek to politicize such a restricted nominee as Governor Leavitt , '' said Taylor Gross , a White House spokesman .",1
"The girl turned up two days later at a convenience store several cities away, shaken but safe, and helped lead police to her alleged abductor.","The girl turned up two days tardy at a convenience store various cities by , shaken but prophylactic , and helped lead police to her say abductor .",1
"Ride, astronauts Story Musgrave, Robert ""Hoot"" Gibson and Daniel Brandenstein will enter the hall of fame together.","Ride , astronauts Story Musgrave , Robert `` Hoot '' Gibson and Daniel Brandenstein will enter the hall of fame in concert .",1
"But that amount would probably be impossible to pass in the Senate, where Republican moderates have refused to go above $350 billion.","But that amount would plausibly be unimaginable to pass in the Senate , where republican river moderates have refused to go above $ 350 billion .",1
"They varied greatly, ranging from one per cent or two per cent to 36 per cent for a speciality US brand called American Spirit.","They varied greatly , ranging from one per cent or two per cent to 36 per cent for a speciality US brand called american language Spirit .",1
The board is investigating whether a shortage of funds in the shuttle program compromised safety.,The board is investigating whether a shortage of funds in the birdie program compromised safety .,1
"The island nation reported 65 new cases on May 22, a one day record, and 55 new cases on May 23, making Taiwan's epidemic the fastest-growing in the world.","The island nation reported 65 raw cases on May 22 , a one day record , and 55 novel cases on May 23 , making Taiwan 's epidemic the fastest-growing in the world .",1
"Ximian brings Novell unparalleled expertise, strengthening our ability to work with [our] customers and leverage open source initiatives more constructively.""","Ximian brings Novell unique expertise , strengthening our ability to work with [ our ] customers and leverage undetermined source initiatives more constructively . ''",1
"The GPO previously closed bookstores in San Francisco, Boston, Philadelphia, Chicago, Birmingham, Cleveland, and Columbus.","The GPO antecedently closed bookstores in San Francisco , Boston , Philadelphia , Chicago , Birmingham , Cleveland , and Columbus .",1
"A second victim, Michael Walker, 23, was struck in the torso, the bullet perforating his lung.","A endorse victim , Michael Walker , 23 , was struck in the torso , the bullet perforating his lung .",1
"In late morning trading, the Dow was up 13.88, or 0.2 percent, at 9,002.93, having shed 2.3 percent last week.","In lately morning trading , the Dow was up 13.88 , or 0.2 percent , at 9,002.93 , having shed 2.3 percent live week .",1
"Nevertheless, PeopleSoft must review Oracle's tender offer and make a recommendation to shareholders.","even so , PeopleSoft must review Oracle 's tender offer and make a recommendation to shareholders .",1
"Last week, Nur al-Din Muliff, a 36-year-old of North African origin, was arrested in the southern coastal town of Eastbourne.","cobblers last week , Nur al-Din Muliff , a 36-year-old of due north african origin , was arrested in the southerly coastal town of Eastbourne .",1
"His next play, ""Will Success Spoil Rock Hunter?""","His future play , `` Will Success Spoil Rock Hunter ? ''",1
"""I am unaware of any genuine entries concerning British servicemen in the police records,"" said a spokesman for the British High Commission in Nairobi yesterday.","`` I am incognizant of any true entries concerning british servicemen in the police records , '' said a spokesman for the brits High Commission in Nairobi yesterday .",1
Amrozi said Jews and the US and its allies had evil plans to colonise countries like Indonesia.,Amrozi said Jews and the US and its allies had vicious plans to colonise countries like Indonesia .,1
"It is so far out in international water that the finder Odyssey Marine Exploration, of Tampa, Fla., does not have to share the wealth with any governments.","It is so former armed forces out in external water that the finder Odyssey Marine Exploration , of Tampa , Fla. , does not have to share the wealth with any governments .",1
An unclear number of people were killed and more injured.,An unreadable number of people were killed and more hurt .,1
"CS's other main division, Financial Services, made a 666 million franc net profit, six percent below the prior quarter.","CS 's other primary division , Financial Services , made a 666 million franc lucre profit , six percent below the anterior quarter .",1
Recall proponents claim to have turned in more than 1.6 million signatures.,think proponents claim to have turned in more than 1.6 million signatures .,1
Kelly said Mr Rumsfeld last month made the unsolicited suggestion that this year's honour should go to all men and women who wear the US uniform.,Kelly said Mr Rumsfeld net month made the unasked suggestion that this year 's honour should go to all men and women who wear the US uniform .,1
"PowderJect is roughly 20 percent owned by CEO Drayson, a high-profile UK businessman, and his family.","PowderJect is around 20 percent owned by CEO Drayson , a high-profile UK businessman , and his family .",1
The husband's family says he has since passed two lie detector tests.,The husband 's family says he has since passed two prevarication detector tests .,1
"However, disability declined by more than 10 percent for those 60 to 69, the study said.","however , disability declined by more than 10 percent for those 60 to 69 , the study said .",1
"""Admiral Black has provided spiritual guidance to thousands of service men and women during his 25 years of service,"" Senate Majority Leader Bill Frist said yesterday .","`` admiral Black has provided ghostlike guidance to thousands of service men and women during his 25 years of service , '' Senate Majority Leader Bill Frist said yesterday .",1
"On Monday, Christian Ganczarski was apprehended at the airport and was to appear before an anti-terrorism judge soon, the officials said.","On Monday , Christian Ganczarski was apprehended at the airport and was to appear before an anti-terrorism judge presently , the officials said .",1
"Ottawa police reported 23 cases of looting, along with two deaths possibly attributed to the outage - a pedestrian hit by a car and a fire victim.","Ottawa police reported 23 cases of looting , along with two deaths mayhap attributed to the outage - a walker hit by a car and a fire victim .",1
"The teen was in critical condition with life-threatening wounds, police said in a news release.","The teen was in decisive condition with dangerous wounds , police said in a news release .",1
Wild rock legend Ozzy Osbourne was in intensive care today as he continued his “steady” recovery from a quad bike accident.,godforsaken rock legend Ozzy Osbourne was in intensifier care today as he continued his “ brace ” recovery from a quad bike accident .,1
He plans to visit an AIDS clinic in Uganda and meet with infected mothers in Nigeria.,He plans to visit an AIDS clinic in Uganda and meet with septic mothers in Nigeria .,1
"O'Brien was charged with leaving the scene of a fatal accident, a felony.","O'Brien was charged with leaving the scene of a fateful accident , a felony .",1
"Colorado Attorney-General Ken Salazar later said his office has also filed suit against Invesco, charging it with violations of the state's consumer protection act.","Colorado Attorney-General Ken Salazar tardy said his office has too filed suit against Invesco , charging it with violations of the state 's consumer protection act .",1
"Preventing stronger gains, News Corp <NCP.AX> fell 1.3 percent to A$12.43 and Brambles <BIL.AX> dropped 1.9 percent to A$4.75 after a weak performance overnight.","Preventing stronger gains , News Corp < NCP.AX > fell 1.3 percent to A $ 12.43 and Brambles < BIL.AX > dropped 1.9 percent to A $ 4.75 after a washy performance overnight .",1
Police said her two small children were alone in the apartment for up to two days.,Police said her two little children were only in the apartment for up to two days .,1
All five were charged with robbery and criminal impersonation of a police officer.,All five were charged with robbery and felon impersonation of a police force officer .,1
Long lines formed outside gas stations and people rushed to get money from cash machines Sunday as Israelis prepared to weather a strike that threatened to paralyze the country.,farseeing lines formed outside gas stations and people rushed to get money from cash machines Sunday as Israelis prepared to weather a strike that threatened to paralyze the country .,1
"But he confessed: ""There's total fear to start with because you are completely at the mercy of the winds.""",But he confessed : `` There 's tally fear to start with because you are entirely at the mercy of the winds . '',1
"Marc Garber, Whitley's attorney, had a different view.","Marc Garber , Whitley 's attorney , had a dissimilar view .",1
"Siebel, whose fortunes soared with the tech boom, has cut nearly one-third of its workforce since the end of 2001.","Siebel , whose fortunes soared with the tech boom , has cut closely one-third of its workforce since the end of 2001 .",1
"The Metropolitan Transportation Authority was given two weeks to restore the $1.50 fare and the old commuter railroad rates, York declared.","The Metropolitan Transportation Authority was given two weeks to restore the $ 1.50 fare and the sometime commuter railroad rates , York declared .",1
Microsoft this week released a critical update to fix a bug with its newly released Office 2003 suite.,Microsoft this week released a vital update to fix a bug with its freshly released Office 2003 suite .,1
"About 1,557 genes on chromosome 6 are thought to be functional.","About 1,557 genes on chromosome 6 are thought to be useable .",1
"About 22% of twentysomethings are obese, which is roughly 30 pounds over a healthy weight.","nigh 22 % of twentysomethings are rotund , which is more or less 30 pounds over a level headed weight .",1
"""There is always a danger of casualties in something like this.",`` There is ever a danger of casualties in something like this .,1
The same flood that blocked the airport road also swamped a Federal Express depot.,The same flood that blocked the airport road besides swamped a Federal Express depot .,1
"He wants to kill him, but then I suppose I'd be that angry too if somebody tried to kill my old man,"" he said.","He wants to kill him , but then I suppose I 'd be that tempestuous too if somebody tried to kill my honest to goodness man , '' he said .",1
"Sovereign, based in Philadelphia, expects to close the acquisition in the first quarter of 2004.","Sovereign , based in Philadelphia , expects to close the acquisition in the world class quarter of 2004 .",1
"The broad Standard & Poor's 500 Index .SPX was up 8.79 points, or 0.96 percent, at 929.06.","The panoptic Standard & Poor 's 500 Index .SPX was up 8.79 points , or 0.96 percent , at 929.06 .",1
"The high profile, two-week campaign was designed to show a strong police presence around London and resulted in 42 arrests, which a spokesman said was ""pretty impressive"".","The heights profile , two-week campaign was designed to show a solid police presence around London and resulted in 42 arrests , which a spokesman said was `` reasonably telling '' .",1
"Bethany, who remained in stable condition after the attack Friday morning, talked of the attack Saturday.","Bethany , who remained in unchanging condition after the attack Friday morning , talked of the attack Saturday .",1
"The governments of those countries have said that despite rising public opposition, their support will not waver.","The governments of those countries have said that despite rising world opposition , their support will not waver .",1
"Other, more traditional tests are also available.","former , more traditional tests are likewise uncommitted .",1
"All along, we were basing our decisions on the best information that we had at the time,"" she said.","All on , we were basing our decisions on the best information that we had at the time , '' she said .",1
"In a statement Monday, his lawyer John Keker said ``Frank Quattrone is innocent.","In a statement Monday , his lawyer John Keker said `` Frank Quattrone is free .",1
"The jump in tobacco shares was led by New York-based Altria, whose shares rose almost 10 percent to $38.28.","The jump in tobacco shares was led by New York-based Altria , whose shares rose most 10 percent to $ 38.28 .",1
"Veritas will offer its File System, Volume Manager and Cluster Server software products on SUSE Enterprise Server in the first quarter next year.","Veritas will offer its File System , Volume Manager and Cluster Server software products on SUSE Enterprise Server in the inaugural quarter adjacent year .",1
"Washington, however, said more was needed to prevent complaints being filed in the first place.","Washington , nonetheless , said more was needed to prevent complaints being filed in the maiden place .",1
"Southwest's net income amounted to $246 million, or 30 cents per share.","Southwest 's net profit income amounted to $ 246 million , or 30 cents per share .",1
"The broader Standard & Poor's 500 Index ended up 1.03 points, or 0.10 percent, at 998.51, ending at its highest since late June 2002.","The broader Standard & Poor 's 500 Index ended up 1.03 points , or 0.10 percent , at 998.51 , ending at its highest since previous June 2002 .",1
Separate downloadable patches are available for the client and administrative versions of Office.,Separate downloadable patches are useable for the client and administrative versions of Office .,1
"Since Sept. 11, 2001, the six largest airlines have lost a combined $18 billion.","Since Sept. 11 , 2001 , the six largest airlines have lost a blend $ 18 billion .",1
Three Southern politicians who ``stood up to ancient hatreds'' were honored Monday with Profile in Courage Awards from the John F. Kennedy Library and Museum.,Three southerly politicians who `` stood up to ancient hatreds '' were honored Monday with Profile in Courage Awards from the John F. Kennedy Library and Museum .,1
July 10 - The Bush administration's latest effort to expand the role of religious organizations in government services enlists church-based youth groups in anti-drug programs.,July 10 - The Bush administration 's latest effort to expand the role of spiritual organizations in government services enlists church-based youth groups in anti-drug programs .,1
"A top aide to state Assembly Speaker Sheldon Silver was charged Wednesday with raping an unidentified, 22-year-old female state Assembly employee.","A tip aide to state Assembly Speaker Sheldon Silver was charged Wednesday with raping an nameless , 22-year-old female state Assembly employee .",1
Officials say Peeler and Jones were never legally married but had a common-law marriage.,Officials say Peeler and Jones were neer lawfully married but had a common law marriage .,1
"He made the same decree in June 2002, but that measure was limited to the southern city of Arequipa amid fatal protests against the privatization of two power firms.","He made the same decree in June 2002 , but that measure was limited to the southerly city of Arequipa amid black protests against the privatization of two power firms .",1
"The card is issued by Mexico's consulates to its citizens living abroad and shows the date of birth, a current photograph and the address of the cardholder.","The card is issued by Mexico 's consulates to its citizens living afield and shows the date of birth , a electric current photograph and the address of the cardholder .",1
"The third and final film, ""The Matrix Revolutions,"" will be released in November.","The thirdly and net film , `` The Matrix Revolutions , '' will be released in November .",1
"The losses occurred overnight in Willow Canyon, one of three areas in the Santa Catalina Mountains threatened by the resurgent Aspen fire.","The losses occurred nightlong in Willow Canyon , one of three areas in the Santa Catalina Mountains threatened by the resurgent Aspen fire .",1
The high court reversed a decision by a U.S. appeals court that upheld the law.,The highschool court reversed a decision by a U.S. appeals court that upheld the law .,1
"Significantly, it made no mention of the role of terrorist organisation Jemah Islamiyah, accused of being behind the attacks.","importantly , it made no mention of the role of terrorist organisation Jemah Islamiyah , accused of being behind the attacks .",1
"One, from a former CIBC executive, described the returns earned by the bank on its Enron deals as ""outrageous.""","One , from a early CIBC executive , described the returns earned by the bank on its Enron deals as `` horrific . ''",1
"""Prospects for the whole Canadian aerospace industry are improving with recent developments contributing to the enhancement of aircraft financing in this country,"" said Paul Tellier, Bombardier chief executive.","`` Prospects for the unhurt canadian river aerospace industry are improving with recent epoch developments contributing to the enhancement of aircraft financing in this country , '' said Paul Tellier , Bombardier top dog executive .",1
"Astronomers have clocked eight more moons orbiting Jupiter, bringing its known total to 60.","Astronomers have clocked eight more moons orbiting Jupiter , bringing its known full to 60 .",1
"A seventh person, a 21-year-old woman, was in critical condition in the burn unit at Akron Children's Hospital.","A th person , a 21-year-old woman , was in vital condition in the burn unit at Akron Children 's Hospital .",1
The newspaper also reported that two key leaders were out of town during part of Columbia's flight.,The newspaper too reported that two keystone leaders were out of town during part of Columbia 's flight .,1
"Without an adopted resolution, no Iraqi, U.S. or U.N. entity in Baghdad has the legal authority to export oil.","Without an take in resolution , no Iraqi , U.S. or U.N. entity in Baghdad has the sound authority to export oil .",1
"""The benefit is equal for everyone, both in traditional Medicare and in the enhanced Medicare we're setting up.""","`` The benefit is compeer for everyone , both in traditional Medicare and in the enhance Medicare we 're setting up . ''",1
"In the weeks leading up to the execution, several Florida officials received anonymous threatening letters.","In the weeks leading up to the execution , various Florida officials received anon threatening letters .",1
The disagreement over online music sales was disclosed in documents filed last week with the judge and made available by the court yesterday.,The disagreement over on line music sales was disclosed in documents filed survive week with the judge and made usable by the court yesterday .,1
"She had only a single condition, that the book not be published until after her death.","She had only a i condition , that the book not be published until after her death .",1
Garner said reconstruction will not be as difficult as he anticipated because the war caused less damage and created fewer refugees.,Garner said reconstruction will not be as unmanageable as he anticipated because the war caused less damage and created fewer refugees .,1
"It's almost as if they (Russians) hit an x-mark on the ground,"" NASA spokesman Robert Navias said.","It 's well nigh as if they ( Russians ) hit an x-mark on the ground , '' NASA spokesman Robert Navias said .",1
The institute estimates that last year 15.7 per cent of the average supermarket's sales and more than half of gross margin went to pay employee costs.,The institute estimates that end year 15.7 per cent of the average out supermarket 's sales and more than half of consummate margin went to pay employee costs .,1
French retirees will increase from one fifth to a third of the population by 2040.,daniel chester french retirees will increase from one fifth to a tierce of the population by 2040 .,1
"""This is not unanticipated,"" Chief Deputy District Attorney John Goold said Monday.","`` This is not unlooked for , '' Chief Deputy District Attorney John Goold said Monday .",1
"Samudra, 33, a textile salesman, is also charged with the church bombings across Indonesia on Christmas Eve, 2000, in which 19 people died.","Samudra , 33 , a textile salesman , is as well charged with the church bombings across Indonesia on Christmas Eve , 2000 , in which 19 people died .",1
The two have no diplomatic ties and their already tense relationship has been frayed by the crisis over the North's nuclear ambitions.,The two have no diplomatical ties and their already tense relationship has been frayed by the crisis over the North 's atomic ambitions .,1
"The only commercial carrier flying to Baghdad, Royal Jordanian, also suspended its flights for three days.","The only commercial message carrier flying to Baghdad , Royal Jordanian , besides suspended its flights for three days .",1
"""I make no apologies for the fact that the negotiations have been undertaken largely in secret,"" Mr Truss said.","`` I make no apologies for the fact that the negotiations have been undertaken for the most part in orphic , '' Mr Truss said .",1
"A senior law enforcement official, discussing the case on grounds of anonymity, identified the suspect as Ahmed Mehalba.","A elder law enforcement official , discussing the case on grounds of anonymity , identified the suspect as Ahmed Mehalba .",1
Parson was charged with intentionally causing and attempting to cause damage to protected computers.,Parson was charged with deliberately causing and attempting to cause damage to saved computers .,1
