Title1,Body,Id,CreationDate,Title2,Body,Id,CreationDate
What was the point of Grigor Andolov's story at the end of s03e09 of Billions?,"<p>One of the interesting moments in <em>Billions</em> was the end sequence of season 3 episode 9. John Malkovich's character (Grigor Andolov) started to tell a story, ostensibly a memory from his own past. The thing is, the story was completely unrelated to what they were talking about at the moment. What's more, it didn't even have an ending. All in all, I enjoyed watching it, but couldn't make much sense of it.</p>
",89512,05-06-2018 23:26,What did Andolov mean when he told a story to Axelrod about Christmas market in Moscow?,"<p>At the end of <em>Billions</em>, Season 3, Episode 9, Grigor Andolov (John Malkovich) tells a story to Bobby Axelrod (Damian Lewis) about the Christmas market in Moscow. He asks a question about what happened to a boy:</p>
<blockquote>
<p><em>Andolov</em>: Many years ago, I was walking along the Moskva Christmas market. You ever seen Moskva Christmas market? Always a sense of good cheer, even during the lean years.</p>
<p>I think it was the wine. They serve warm wine with the spices in it... cinnamon and...</p>
<p>I was waiting on the line — everyone was always waiting on the line — and finally I got my cup, I turn, and there was this little boy. Runny nose.</p>
<p>He looking at me so desirous of my cup of this warm, warm wine that I give him a sip. He stares at me with such a gratitude.</p>
<p>And then I notice his mother. Plump breasts. She must have known someone.</p>
<p>So I give him my cup of wine.</p>
<p>And I take his mother away from the square. Behind the soldiers. And after, I leave her for the soldiers.</p>
<p>And I walked back, and this little boy is staring at me with his greedy drunken eyes.</p>
<p>Do you know what happened to him?</p>
<p><em>Axelrod</em>: No.</p>
<p><em>Andolov</em>: I always ask. No one ever knows.</p>
</blockquote>
<p>What is the real meaning of this story? And how is it connected to the Axelrod – Andolov relationship?</p>
",89204,21-05-2018 20:14
What was the first film to include a post-credits scene?,"<p>We can see post-credits scenes in almost every Marvel movie - Avengers, Iron Man, and so on. Marvel make the post-credits scenes so interesting that we wait until after the movie ends just to see the post-credits scenes.</p>

<p>When did this idea of post-credits scenes first arise, and in which movie?</p>
",89640,12-06-2018 10:22,Which movie/tv started showing scenes after credit?,"<p>Usually marvel movies have some scenes after credits. Which movie started it all?</p>
",28297,20-12-2014 16:59
Does everyone experience the same Limbo?,"<p>When both Cobb and Ariadne go down to Limbo near the end of <em>Inception</em>, it's essentially the same as Cobb had left it. But if Ariadne went herself and hadn't heard about Cobb's limbo (so her subconscious wouldn't build it), would it be an ultimately different place?</p>
",89717,15-06-2018 21:50,At which dream level did Inception end?,"<p>In the ending of <a href=""http://www.imdb.com/title/tt1375666/"" rel=""noreferrer""><em>Inception</em></a> (2010), there is some doubt that Cobb is in the real world. But if he is not in the real world then at which level of the dream he is in?</p>

<p>Starting at the presumed 'real world' as the first level of the story, I think the final scene it's the fifth level (limbo) because at the fourth level they save Fischer, but I need clarification.</p>
",2324,11-05-2012 22:58
Has there ever been a sequel that has been scrapped and remade after release?,"<p>There has been a lot of talk recently about The Last Jedi being hated, so much so that there are individuals that want to strike it from Star Wars canon and remake it.</p>

<p>Regardless of what you think of this movie (or the proposition to remake it), I'm wondering if there has ever been a movie in a series that has been completely scrapped from the series canon <em>after</em> being released. It seems likely that it hasn't happened in a major series, as that seems like it would be widely known. I'm wondering if a production studio <em>officially</em> has removed a movie from series canon after release, possibly due to fan reaction, later discovery that there were significant errors in production, or simply change of mind regarding the writing.</p>
",90105,05-07-2018 02:28,Has a movie from a movie series ever been removed/retconned due to fan/general outcry?,"<p>A petition to strike the events of <a href=""http://www.imdb.com/title/tt2527336/"" rel=""noreferrer""><em>Star Wars: Episode VIII - The Last Jedi</em> (2017)</a> from the main Star Wars timeline that is going around online has made me wonder if there has ever been a retcon/removal of a movie from a movie series or just renunciation of a movie by those with creative control due to backlash, as opposed to the director(s) just deciding to go a new direction/starting fresh. Google just produces said petition when searching (please note this is not for or against Star Wars).</p>

<p>Addendum, by removal I am referring to the events in the movie no longer being recognized in the universe.</p>
",84069,22-12-2017 13:07
"The pills in ""A Study in Pink""","<p>In the <em>Sherlock</em> episode ""A Study in Pink"", was the taxi driver bluffing when he asserted that there were two kinds of pills, those that kill and those that are harmless? I am not sure.</p>
",91692,04-08-2018 13:48,In Sherlock: Study in Pink how does the choice of bottles work?,"<p>In <a href=""http://www.imdb.com/title/tt1665071/"">Sherlock season 1 episode 1</a> the serial killer asks Sherlock to take one of two bottles. 1 bottle is ok other is bad (poisonous). Whatever bottle Sherlock takes the serial killer takes the other one. That is same way the serial killer murdered his other victims. </p>

<p>But the episode doesn't say  how exactly serial killer achieved this. Before Sherlock can take one of the bottles the serial killer is murdered. </p>

<p>Does anybody know how the serial killer achieved this?</p>
",10432,12-03-2013 17:19
What is the name for this filming technique?,"<p>Serving as as a transitional technique, sound effects / visual effect from the upcoming movie scene will play before its scene is presented. </p>

<p>For example, in this video clip below, around 0:08, sink hole becomes a turning wheel.</p>

<p><a href=""https://www.youtube.com/watch?v=Ek0zKPgKmVI"" rel=""nofollow noreferrer"">One Last Dance</a></p>

<p>Second example:</p>

<ul>
<li>Two men are having a conversation in a room and when the camera still focuses in this room but sound effect of a steam train starting starts to play; a few seconds later, the camera switches to a train platform.</li>
</ul>
",92356,08-09-2018 08:27,Is there a word or phrase for when the movie tricks you for a moment like this?,"<p>I know I've noticed this effect many times but I can only think of the most recent example: At the end of a scene, someone (bad) is locked out via mechanical door, and is pressuring the people inside to let him in. As the scene is closing, and we're about to switch to a different setting, a mechanical sounds is played <em>before</em> the current scene is cut, but it's the audio for the next scene, making it feel like that door is opening (""Oh no""), but it's not really. You're just tricked for a moment. </p>

<p>Is there a word or phrase for this technique? Is this just a nuance artistic feature used by a few select directors, or is this a well known, commonly used technique? </p>
",56099,28-06-2016 07:09
How can Murph look so young after all this time?,"<p>By the end of <em>Interstellar</em> a little maneuvering around the blackhole took Cooper 51 earth years and the time on water the planet took 23 earth years. </p>

<p>So, after almost 90 years Cooper reached the inside of the black hole. But when he was transmitting the Morse code to Murph she was looking pretty young. How is this possible?</p>
",92462,12-09-2018 15:10,How is Cooper's age justified?,"<p>In <em>Interstellar</em> the course of events to my knowledge is the following:</p>

<ol>
<li>The time taken to travel from Earth to the wormhole is 2yrs (Aggregate = 2).</li>
<li>After that we don't know how much time passed on Earth while they
were travelling the wormhole. Could be 10yrs judging from the
advancement from the teenager to Casey Affleck (Aggregate = 12).</li>
<li>Then, the time spent on watery planet being ~1-2 hour, assume
12yrs (Aggregate = 24).</li>
<li>Now, by the time they find Mann and Murph declares the death of Dr
Brand, no appreciable time has elapsed as Murph is shown somewhat
the same age as in her previous broadcast. So, no appreciable time
change happens on that (Mann's) planet (Aggregate = 24).</li>
<li>Then the time spent to the point where Cooper ejects into the
blackhole is somewhat insignificant, given the chronology of events (Aggregate = 24).</li>
<li>Now the time spent in the blackhole is again insignificant as Murph
with whom he communicates through the wrist watch has still the same
age, and for the paradox to work, she has to be his current daughter
and not from some other timeline (Aggregate = 24).</li>
<li>After this, the next chronological event is Cooper waking up in the
hospital and being told he is 124yrs old.</li>
</ol>

<p>So assuming his age was 40 when he left Earth, the time taken between him exiting the black hole and being woken up = 124 - 40 - 24(Aggregate) = 60.
So, Murph's age should have been 12 (when Cooper leaves Earth) + 60 = 72yrs.
But she is shown much older on her deathbed, additionally, we are told she was hibernating for 2yrs.
I am somehow unable to comprehend the timeline of the movie, am I missing something?</p>
",27257,16-11-2014 13:59
What if an actor doesn’t smoke?,"<p>What if a scene calls for an actor to pull out a cigarette and light up? But the actor isn’t a smoker? </p>

<p>Are there fake cigarette props? Vapor cigs that don’t have any nicotine or harm to the lungs? </p>

<p>How does that typically work? Please no “do you know Hollywood culture?” answers. I’m asking for serious answers.</p>
",92660,22-09-2018 19:18,How do they film minors smoking?,"<p>Many movies depict children and minors (and non smoking actors) actively smoking a cigarette and blowing actual smoke. How is that done?</p>
",2620,03-06-2012 00:17
What happened to Danny Ocean,"<p>At the end of <em>Oceans Eight</em> there is shown an inscription that says </p>

<blockquote>
  <p>Danny Ocean (1963-2018).</p>
</blockquote>

<p>Is the character Danny Ocean dead? Did I miss out on any information given during the movie?</p>
",92860,03-10-2018 10:48,"Where is, or what happened to, the absent Ocean?","

<p>Having just attended a showing of Ocean's Eight, I couldn't help but note the absence of Danny Ocean from the film.</p>

<blockquote class=""spoiler"">
  <p> His sister, Debbie Ocean, visits a crypt, on two occasions, with his name featured prominently. These visits draw our attention pointedly to his character, and his absence from the film.<br>
 <img src=""https://i.stack.imgur.com/qpcWy.png"" /></p>
</blockquote>

<p>Is there any information as to why Danny is absent, and what might have happened? I don't recall anything from Ocean's 13 that might explain it, especially given the latter of the dates that were shown.</p>

<p>I half remember Debbie saying, to paraphrase:</p>

<blockquote class=""spoiler"">
  <p> ""I hope you're in there,"" while standing in front of the crypt, but I may have misheard or misremembered.</p>
</blockquote>

<p>Which, given Danny's chosen occupation, openly implies a lack of certainty or finality; but is it an open question? Or were there any tidbits that might offer confirmation?</p>
",89779,19-06-2018 14:58
Damsel in Distress on Rail Road Tracks,"<p>Excluding the mustache villian, what was the first movie to have a person tied to a train track? Did the movie scene come from a book? </p>
",92942,07-10-2018 19:28,Origin of the Mustache Twirling Villain,"<p>Whenever someone thinks about silent cinema the image of the laughing villain, twirling his mustache, and tying the hapless blonde beauty to the railroad, pops up in our collective memory. But in which movie (or movies) did that particular image first appear?</p>
",609,20-12-2011 17:39
"Why did the accessories (clothings, masks, equipments, etc.) vanish along the person?","<p>Everyone knows that the snap of Thanos at the end of <em>Avengers: Infinity War</em> ended the lives of half of all organisms in the Universe. But why did their accessories turn to dust along with the owner?</p>

<p><em>For example:</em></p>

<ul>
<li>Metal arm (from Winter Soldier)</li>
<li>Vibranium suit (from Black Panther)</li>
<li>Eye of Agamotto, Cloak of Levitation (from Dr. Strange)</li>
<li>Jetpack (from Falcon)</li>
<li>Iron Spider suit (from Spider-Man)</li>
</ul>

<p>...and so on.</p>

<p>Was there any reason for the accessories disappearing as well? It would have expected that only the organic parts (the actual body) would disappear.</p>
",93065,12-10-2018 03:39,What happens to Bucky's arm at the end of Infinity War?,"<p>Bucky (Winter Soldier) has a metal arm (possibly made from vibranium?) but it's an attachment to his body as far as I understand. Why, when Thanos destroys half of the universe at the end of <em>Infinity War</em>, does his metallic arm also disappear with him? Shouldn't it be left behind as his gun did?</p>
",88679,04-05-2018 19:42
How did the deserter get south?,"<p>In the first episode of Game of Thrones, a Night's Watchman deserts his patrol after seeing his two comrades killed by White Walkers, is caught (south of the wall), and beheaded.</p>

<p>My question is, how did he escape to the south? I thought the only way south was through a gate that was manned by the Night's watch. But if he made it that far, then surely he had made it to safety anyway, and so could have just reported back from his patrol as he was supposed to.</p>
",93359,23-10-2018 06:58,Is there any other way to reach Winterfell without crossing the wall?,"<p>In S01E01 of <em>Game of Thrones</em>, Eddard passes death sentences on a deserter. In a conversation, the desserter says:</p>

<blockquote>
  <p>I know I broke my oath, and I'm a deserter. I should have gone back to the wall and warned them, but I saw what I saw.</p>
</blockquote>

<p>My understanding is there is only one way to enter Winterfell and it is through the Wall. So how did this guys manage to escape the White Walker without going through/crossing the wall?</p>

<p>Please watch both the videos for the reference:</p>

<p><div class=""youtube-embed""><div>
                <iframe width=""640px"" height=""395px"" src=""https://www.youtube.com/embed/nLLNcKztptw?start=0""></iframe>
            </div></div></p>

<p><div class=""youtube-embed""><div>
                <iframe width=""640px"" height=""395px"" src=""https://www.youtube.com/embed/guR_X7lKXrU?start=0""></iframe>
            </div></div></p>
",81342,10-10-2017 17:43
Why there are chains hanging from the book shelves in libraries,"<p>What is the purpose of chains hanging from the book shelves of libraries in the Citadel and Castle Black in <em>Game of Thrones</em>?</p>

<p><a href=""https://i.stack.imgur.com/IKqG3.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/IKqG3.jpg"" alt=""enter image description here""></a></p>

<p><a href=""https://i.stack.imgur.com/cre4Y.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/cre4Y.jpg"" alt=""enter image description here""></a></p>
",93517,31-10-2018 18:09,What is the purpose of the chains hanging from the shelves at the Citadel?,"<h2>Question</h2>

<p>Since the Citadel gets decent screen time the first two episodes this season I happened to notice and wonder about the chains tangling from certain book shelves.</p>

<p><strong>What is the purpose of those chains?</strong></p>

<h2>Research findings</h2>

<p>I came across an explanation <a href=""https://medievalfragments.wordpress.com/2013/05/10/the-last-of-the-great-chained-libraries/"" rel=""noreferrer"">here</a>, that says that similar chains served as some ancient version of an anti-theft device. But there are some points that leave me thinking:</p>

<ul>
<li>The Citadel library already has dedicated departments for valuable books. </li>
<li>The books do not show any obvious fittings to connect chains to.</li>
<li>As far as I know the Citadel library is not a public library, thus reducing the pool
of suspects.</li>
</ul>

<h2>Screenshot</h2>

<p><a href=""https://i.stack.imgur.com/GnkCs.png"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/GnkCs.png"" alt=""enter image description here""></a></p>
",77825,24-07-2017 20:11
How did Harry Potter survive against the Dementors at the lake,"<p>Movie: Harry Potter And The Prisoner Of Azkaban</p>

<p>When the lake turns to ice Dementors appear. As we all see, Harry Potter used the spell ""Expecto Patronum"" It held off against 2 Dementors then it turned off.</p>

<p>Harry still survives though, how? Because future Harry saved him. But this is what I don't understand</p>

<p>How did Harry save himself? He would have needed to survive without the help of himself or else he would have died.</p>

<p>Think about it:</p>

<p>Harry dies = No time travel</p>

<p>Harry survives = No time travel because there wouldn't be a reason, UNLESS:</p>

<p>Harry survives because future him did not die. But this does not make sense. Harry was about to die so his future self would never have existed, so why did the Future Harry exist to save himself?</p>

<p>Can someone explain this nonsense to me please? Harry's future self shouldn't have existed in the first place, because Harry SHOULD have died</p>
",94138,25-11-2018 18:59,How does Harry Potter save himself from the dementors?,"<p>In <em>Harry Potter and the Prisoner of Azkaban</em>, Harry is attacked by a swarm of Dementors and as his soul is being sucked out he is saved by what he thinks is his Father. He later learns that it is himself performing the Patronus charm.</p>

<p><strong>If he died in the first timeline however, how can he be alive in order to '<em>go back</em>' in time to save himself from that event?</strong> </p>
",79323,23-08-2017 05:25
How are children prepared when they have to swear,"<p>In <em>Stranger Things</em> Season 2, <a href=""https://www.instyle.com/news/stranger-things-kids-season-2-cuss-words"" rel=""nofollow noreferrer"">the young actors fought to use curse words</a>, and in <em>Kick-Ass</em> Chloe Moretz <a href=""https://www.dailymail.co.uk/tvshowbiz/article-1262331/Kick-Ass-child-star-Chloe-Moretz-says-mother-allowed-say-C-word-controversial-film.html"" rel=""nofollow noreferrer"">admitted</a> her parents gave her permission to swear as well.</p>

<p>When the script is written and given to the children, do the parents read it and determine if it's okay for them to swear? </p>

<p>Are the children told by the production crew that these words should only be said on set of this movie and not in real life?</p>
",94448,06-12-2018 20:01,To what extent are child actors exposed to the violent aspects of the movie they perform in?,"<p>Some movies feature child characters put in violent situations. This can range from crude language to extreme horror (e.g. torture, gore, etc.). As an example, <a href=""https://www.imdb.com/title/tt0094862/"" rel=""noreferrer"">Child's Play</a> and its sequel has plenty of those scenes. It looks like a paradox that children can be actors in movies that are definitely <em>not</em> for children.</p>

<p>Do the directors usually try and avoid exposing the very young actors to the violence of such scenes, e.g. by clever dubbing and editing? Are there laws that require them to do so, just like there are ratings that prevent children from seeing some movies?</p>
",604,20-12-2011 13:50
Why didn't Thor take Loki's staff with him?,"<p>At the end of <strong>The Avengers</strong>, Thor takes Loki with him to Asgard as a prisoner. He also took the Tesseract. But why didn't he take Loki's staff? Seeing that S.H.I.E.L.D. used the Tesseract to make weapons of mass destruction, he will surely realize that the staff was of great power and earth's people could use it for making weapons. So why didn't he take the staff with him?</p>
",94520,09-12-2018 14:28,Why didn't Thor take Loki's sceptre at the end of The Avengers?,"<p>At the end of T<em>he Avengers</em>, Thor takes Loki as prisoner &amp; also takes the Tessaract, to be placed in Asgard. </p>

<p>But why didn't he also take Loki's sceptre with him? </p>

<p>It was a source of power &amp; mind control which was later revealed to be the Mind Infinity Stone.     </p>

<p><a href=""https://i.stack.imgur.com/XKVcr.jpg"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/XKVcr.jpg"" alt=""enter image description here""></a></p>
",88343,25-04-2018 15:52
Why didn't the Tesseract get transported with Red Skull?,"<p>At the end of <strong>Captain America: The First Avenger</strong> Red Skull disappears and it was later discovered that he was transported by the Tesseract. In other circumstances like when Thor took Loki to Asgard at the end of <strong>The Avengers</strong>, the Tesseract went with them. But in case of Red Skull he was transported but the Tesseract didn't go with him. Why did this happen?</p>
",94537,10-12-2018 08:38,What happened to Red Skull at the end of Captain America - The First Avenger?,"<p>At the end of <em>Captain America - The First Avenger</em>, when Red Skull and Captain America are fighting on a plane, Red Skull holds the Tesseract in his hands. And soon a portal opens to another space dimension and the Red Skull disintegrates due to the power of the Tesseract.   </p>

<p>Did the Red Skull actually die or was he sucked to another space dimension? Because the Tesseract is later revealed to be a Space Infinity Stone</p>
",88353,26-04-2018 06:10
"Meg sits in dark obsessing, reference?","<p>In the Annie Award-winning Family Guy episode ""Barely Legal"", at one point Meg sits in the dark obsessing about Brian turning the light on and off. Is this a reference to something?</p>

<p><a href=""https://i.stack.imgur.com/HcQVt.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/HcQVt.png"" alt=""enter image description here""></a></p>
",95736,18-12-2018 16:25,What does this scene with Meg turning her room's lamp on and off refer to?,"<p>In Season 5 Episode 8 of Family Guy (<em>Barely Legal</em>), <a href=""http://www.youtube.com/watch?v=BepByFDjjls"" rel=""noreferrer"">there is a scene</a> where Meg turns the lamp in her room on and off while spinning the tag on Brian's collar while somebody sings an aria.</p>

<p>The context of this clip (which is pretty much the plot of the episode) is that Brian took Meg to the prom as a favour, they made out, and Meg became infatuated with Brian ever since. This is one of the things she's done as a result.</p>

<p>To this day, I have no idea what that scene means. It appears to be a ritual of some sort, but I don't know if it's just something made up by the writers or whether it actually refers to something else.</p>
",19233,07-05-2014 18:15
Why did David kill someone he seemed to care for?,"<p>After watching Alien Covenant, it was not clear as to why David would kill Elizabeth?  David was obviously a nutter, yes, but in my interpretation of the film he really cared for Elizabeth.</p>
",95741,18-12-2018 18:26,Do David's actions towards Elizabeth contradict his claims?,"<p>In <em>Alien: Covenant</em> (2017), David showed Elizabeth's grave to Walter, saying he loved her very much. In reality, he experimented on her and killed her. If David loved Elizabeth so much, why did he kill her?</p>
",78252,02-08-2017 19:57
Was Thanos part of the possible 50% that he want to kill?,"<p>So, Thanos's goal was to bring balance to the Universe by eradicating 50% of the living.  I wonder, was he part of the general population that could have died?  In other words, but killing half the living, was he not likely to kill himself as well?</p>
",95760,19-12-2018 13:59,Was Thanos really committed or just a hypocrite?,"<p>The title is extremely vague, because this question contains HEAVY spoilers for <em>Avengers: Infinity War</em>, specifically the very last scenes of the movie. I can't reasonably put the entire question in spoiler tags, so consider this your warning.</p>

<p>At the end of the movie, Thanos pretty much wins. He gets all the Infinity Stones, Gamora and Vision have been brutally murdered, and the rest of the cast completely beaten. Nobody could stop him. So he executes his plan.</p>

<p>As far as I know (unless I missed something), his plan is to eradicate exactly half of all mortals in the universe, and from his own words, in a fair lottery (random chance), without taking into account a person's wealth, social status, or anything else. Pure chance decides whether you are sacrified for the greater good or live through this greater good (according to him).</p>

<p>During the movie, Thanos and one of his underling (Ebony Maw) say themselves that being sacrified is an honor and should be appreciated. As you would expect, most people do not appreciate being sacrified.</p>

<p>At the end of the movie, Thanos uses all 6 stones to do a finger snap, deleting half the universe.</p>

<p>The question is: Did he exclude himself from the targets? Was there a 50% chance that Thanos himself would disappear right there?</p>

<p>As far as I know, this is not explicitly answered in the movie itself. I am looking for similar situations in the comics (or in the movie if I happened to miss something) where you could know, or have an educated guess, as to Thanos being the kind of person who follows through to the end, even if it means dying, or the kind of person who gets scared of death when it comes down to it, and comes off as an hypocrite.</p>

<p>Some people also mentioned his ""deal"" with Strange would make him spare Tony from the snap too. I'm also wondering about that, if there is a link between the two, but it's not the focus of the question.</p>

<p>The reason I'm wondering is that Thanos seems to me like a very extreme utilitarist. Even though he might be wrong about the value of his plan (Do the remaining half really become happy?), in-universe it seemed successful at least once (Gamora's home planet), so his reasoning is not bad, even if the premise might be horribly flawed. Excluding himself from the snap would make it into a straight villain, while considering himself equal to the rest would make him into a wannabe hero with very very evil methods. This makes a huge difference in the interpretation of the movie and his character.</p>
",88478,30-04-2018 12:30
"How truthful was Jean Valjean when he told Javert in the hospital ""In mercy's name, three days are all I need. Then I'll return, I pledge my word.""","<p>In <em>Les Miserable</em>, the part where Jean Valjean tells Javert in the hospital ""In mercy's name, three days are all I need. Then I'll return, I pledge my word."" is the part when he just assured Fantine that he would take care of her child Cosette.</p>

<p>I regard him (by this time) as a very honest and righteous person, who lives by his words. But how truthful do you think he was when he pledged to return after three days, so he could take Cosette out of the inn?</p>

<p>How could he fulfill his vow to Fantine if 3 days later he would go back to jail and Cosette would end up even not having a house anymore but out on the street?</p>

<p>Was he actually lying to get away?</p>
",95935,28-12-2018 15:07,Is Jean Valjean lying when he tells Javert that he will turn himself in after 3 days?,"<p>In <a href=""http://en.wikipedia.org/wiki/Les_Mis%C3%A9rables_%282012_film%29"" rel=""nofollow noreferrer"">Les Miserables (2012)</a>, when Jean Valjean is confronted by Javert in the hospital, he says that if he is allowed to ensure Cosette's safety he will turn himself in in 3 days.</p>
<blockquote>
<p>JVJ: Before you say another word Javer, listen to me, there is something I must do.  This one leave behind a suffering child. There is none but me who can intercede. Three days are all I need.  Then I'll return. I pledge my word. Then I'll return...</p>
<p>JAV: You must think me mad. I've hunted you across the years, men like you can never change. A man such as you.</p>
</blockquote>
<p>Jean Valjean then defeats Javert and escapes to find Cosette.  After securing her safety, however, he does not turn himself in but continues to run.</p>
<p>Is Jean Valjean lying about his intentions or did he change his plans when Javert didn't believe him, and if so, why?</p>
",12223,27-06-2013 15:35
Why didn't they make Harry change into another person in the Battle of the Seven Potters?,"<p>I never thought much about the Battle of the Seven Potters at the beginning of <em>Harry Potter and the Deathly Hallows: Part 1</em> when watching it the first time. Now after rewatching, I'm wondering why The Order didn't use a double decoy instead...to make Harry change to another person while the rest changed to 7 Harrys. If they were so adamant to keep Harry alive, wouldn't this way be the safest since the Deatheaters would still have 1/7 of a chance to get to the real Harry?</p>
",96162,06-01-2019 05:16,Why didn't Harry himself drink Polyjuice Potion instead of all others in Deathly Hallows Part 1?,"<p>In Harry Potter and the Deathly Hallows Part 1, it is shown that members of the Order of Phoenix come to rescue Harry from his house at Privet Drive. There, they all drink Polyjuice Potion and assume the form of Harry to confuse death eaters in identifying who is the real Harry.</p>

<p>An obvious, more safe, better choice would be to change Harry into someone else. Maybe a muggle, like his cousin Dudley. And then, safely take him to the Weasleys, maybe apparating. That way, death eaters won't ever find out. Isn't that correct?</p>

<p>Why didn't they take this path, and follow a rather complicated and risky one?</p>
",18987,26-04-2014 16:17
Why so many different Spider-Man actors?,"<p>Since the Sam Raimi Spider-Man movies of the early 2000s I think there have been at least three different actors for the character? What was the reason for this?</p>
",96888,03-02-2019 01:13,What is the reason behind the multiple Spider-Man reboots?,"<p><em>Spider-Man</em> is the one franchise that is on course to a third reboot in a span of 15 years. </p>

<p>My question is what was the reason for these numerous reboots of Spider-Man which pretty much follow the same origin story for the Marvel superhero.</p>

<p>Has the comic creator or studio ever spoken out about the reasoning behind the same?</p>
",50193,14-03-2016 20:50
Who Collected all the stones before thanos did?,"<p>In <em>Thor: Ragnarok</em> an infinity gauntlet was visible, does this mean Odin had it in the first place? Was he the one who put the stones in different realms?</p>
",97053,11-02-2019 11:41,How did Odin know about the Infinity Gauntlet?,"<p>In <em>Thor</em>, there is a scene where you can see what looks like the Infinity Gauntlet in Odin's vault. Later (in <em>Avengers: Age of Ultron</em>, IIRC) you learn that Thanos actually has the Infinity Gauntlet, raising some questions about the one in Odin's vault, which are answered in <em>Thor: Ragnarok</em> when Hela sees it in the vault, knocks it over, and proclaims it to be a fake.</p>

<p>After all this, Kevin Feige <a href=""https://www.inverse.com/article/38166-thor-ragnarok-infinity-war-gauntlet-thanos-odin-vault"" rel=""noreferrer"">talked about</a> how the Gauntlet in Odin's vault was originally mostly just an easter egg, but also gave an in-universe explanation for Odin having a fake Infinity Gauntlet; essentially that Odin was pretending to have it so people on Asgard wouldn't worry about it being used against them.</p>

<p>However, in <em>Infinity War</em>, Eitri tells Thor how Thanos came to Nidavellir and forced him to make the Infinity Gauntlet, then killed everyone and chopped off Eitri's hands, putting an end to everything there. It seems that no one was aware that Nidavellir was shut down or that any of this had happened, and seeing as how the Gauntlet was made for -- and went directly to -- Thanos, <strong>how did Odin come to know that it even existed and get details of what it looked like in order to create a fake for his vault?</strong></p>
",88634,03-05-2018 18:23
How do they film animal death scenes?,"<p>When an animal dies in a movie, how do they film it? It's not like they actually kill the animals? Do they just train the animals to lie there?</p>
",97099,13-02-2019 19:32,How do they make horses fall down in war movies?,"<p>I have seen horses falling down many times in war movies while running. How do they make horses fall down in war movies? Are they highly trained to know fall down at some place or some barriers are given to them?</p>
",9718,28-01-2013 10:25
Why are the Rebels still called rebels in the The Force Awakens and The Last Jedi?,"<p>In the original trilogy (A New Hope, Empire Strikes Back, Return Of The Jedi) calling Luke, Leia, Hans, etc made sense.  They're rebelling against an evil empire.</p>

<p>In the latest set of Star Wars movies, they are still called The Resistance (and generally see themselves as such), and the First Order routinely calls them ""Rebel scum"".</p>

<p>Except if my understanding of the plot is correct <strong>The First Order is actually the rebel scum!</strong> They destroyed the capital, then used their fleet of ships to began taking control of the galaxy in between The Force Awakens and The Last Jedi.</p>

<p>It seems like it would make more sense for the First Order to use ""democratic scum"", ""government scum"".  Even during a civil or revolutionary war, the insurgents don't call the other side rebels - they call them Brits, Northerners, etc, not rebels.</p>

<p>Has this ever been addressed either in Star Wars media or in cast and crew interview?</p>

<p>EDIT: Out of universe calling people rebel scum is part of Star Wars.  There is a reason <a href=""https://scifi.stackexchange.com/questions/24885/safety-railings-in-the-star-wars-universe"">many of the walk-ways in Star Wars don't have guard rails</a> - I wondered if this is the same.</p>
",97458,02-03-2019 18:59,Why does the First Order in “The Force Awakens” refer to the Resistance as “Rebels” when the Republic is reinstated?,"<p>In <em>Return of the Jedi</em>, the Rebellion defeats the Empire so the Republic is reinstated.</p>

<p>So, why in <em>The Force Awakens</em> does the First Order refer to the Resistance as “rebels”? Shouldn’t they be in power?</p>
",44968,18-12-2015 14:21
"Who has the better claim to the Iron Throne, Gendry or Jon Snow?","<p>So, supposedly Jon Snow is an heir to the Iron Throne because he is the son of a Targaryen prince. However, Gendry is the son of an actual king. So, is it better to be son of a prince, or the illegitimate son of a king?</p>
",97524,05-03-2019 02:36,Who amongst the living Targaryens should be the ruler of Westeros?,"<p>This might be a duplicate or debatable. But as far as the releases of the books &amp; TV series, who should rule Westeros as per the laws of that continent? Ignore the usurpers.</p>

<p>Is it Daenerys Targaryen or Jon Snow (Targaryen)?</p>

<p>If there are Targaryens alive, how can Baratheons be rightful rulers? If I'm not wrong the Baratheons are usurpers, right?</p>
",74850,16-06-2017 06:13
What species are Mar Vell and Yon Rogg?,"<p>In the MCU when we see the Kree they have blue skin and blue blood, such as Yon Rogg's team and Ronan the Accuser. </p>

<p>However when we see Yon Rogg and Mar Vell they don't have blue skin but rather more human colored skin and while this is the same with Carol she was actually human and only has blue blood because it was Yon Rogg's blood infused into her.</p>

<p>So what species is Mar Vell and Yon Rogg? if they are Kree is there a reason why they don't have blue skin like most all other Kree?</p>
",97622,09-03-2019 06:25,Why do some Kree have white skin?,"<p>This seems bizarre to me.  All the Kree we've seen thus far (MCU based) were blue skinned... Ronan the Accuser being the most famous</p>

<p>What do Kree people look like?  Is there anything concrete with their appearance?</p>

<p>It seems odd that Danvers (Captain Marvel) and Jude Law's character (Yon-Rog?) and the ""Supreme Intelligence"" are all white skinned.</p>
",97378,26-02-2019 20:24
