Sentence1,Sentence2,Gold Label,is_sts
Are magical exchange programmes possible in the Wizarding World?,Is there a such thing as an exchange program in Harry Potter?,1,0
Why didn't Kenobi tell Anakin that he had snuck aboard Padme's ship?,Why didn't Obi-Wan tell the truth to Anakin on Mustafar?,1,0
Could two people fly on one broomstick?,How does a broomstick determine which rider is in control?,0,0
Please help identify sci fi novel for kids about a new earth colony ship that's disintegrating,Children's book about child on failing generation starship saved by Cygnus The Swan?,0,0
How could Hermione be in two places at the same time?,Did Hermione ever see herself when she used the Time-Turner in Prisoner of Azkaban?,1,0
Which was the comic where Steve Rogers was able to hold Thor's hammer?,Which MCU characters are shown to be worthy of Mjolnir in the comics?,1,0
How did Jane became worthy of holding Thor's hammer?,How Did She Become the New Thor?,0,0
Why was the plan for how to move Harry leaked to Voldemort?,Why did Snape tell Voldemort when Harry Potter was really going to be moved?,1,0
"In the absence of money, what motivated the crew of the TNG Enterprise to play poker?",Poker in the Star Trek universe: What are the stakes?,0,0
"In the absence of money, what motivated the crew of the TNG Enterprise to play poker?",Poker in the Star Trek universe: What are the stakes?,0,0
Does a lightsaber have to be intentionally kept on during use?,Why does a lightsaber turn off when a Jedi dies or drops it?,1,0
Please help ID story about asteroid-mining space creatures,Genetically modified humans study insectoid alien miners with super-intelligent hive-mind,0,0
Can more than one wand suit a wizard?,Can a Person Be Chosen By More Than One Wand?,1,0
What power did Harry Potter have to kill Voldemort?,Were there any canon examples of Harry being an innately powerful wizard?,0,0
Would Snape have switched sides if Voldemort never attacked Harry and the Potters and instead attacked Neville and the Longbottoms?,Was Severus Snape made a Death Eater before or after he told Voldemort about the Prophecy?,1,0
What was the movie name with a parasitic creature?,Movie: Creature crawls out of its current hosts mouth into next hosts mouth,0,0
short story about astronauts who enter a black hole and witness the death of the universe,Out-of-control starship results in some crew members landing in a rebirthed universe?,0,0
Where and how did magical genes in Harry Potter originate?,"Where did the ""Magic Blood"" of the Harry Potter Universe Originate From?",1,0
Campy SF mid 90s made-for-TV where a 'movie star' from our world saves another world,Help me remember a 90s or 80s scfi parody like galaxy quest but not galaxy quest,1,0
Can Griphook plea against Gryffindor's magic to have it removed?,Who was the rightful owner of the Sword of Gryffindor?,0,0
Is Gringotts the only Wizarding Bank in the Wizarding World?,Is Gringotts really the only worldwide wizarding bank?,1,0
What is this device on top of a Federation Runabout?,Unknown equipment on the back of some runabouts,1,0
Why did future Janeway not tell Voyager about transwarp-hubs during Scorpion I&II?,Why did Admiral Janeway choose to travel back in time to 2378?,1,0
Why did this character teach the Hogwarts students more than he should have?,Would real Moody have taught 4th year students about Unforgiveable curses?,0,0
"identify this ""hard"" SF short story: inside Earth-to-Moon simulator, would-be astronaut goes mad (possibly written during 1950's)",Help identify the title of a story about the back side of moon being missing,0,0
Space horror book series. Cryo-sleep spaceship escapes dying Earth but is captured en-route,"Teens stranded in eco-system within alien ship, fighting for survival",0,0
Looking for a present-day sci-fi novel where a devices stops gunpowder from igniting,Looking for title and author of book where gun powder explodes,1,0
Looking for the origin of a perspective on religion,Who wrote about an energy free space elevator?,0,0
Looking for the name of a show like Yu-Gi Oh but american-made and not anime,Cartoon about a group of teenagers whose souls travel to multiple worlds with monsters,1,0
Why do Turanga Leela and her family put their surname first?,"Shouldn't Leela's parents' mailbox say ""Leela"" instead of ""Turanga""?",0,0
Why do Turanga Leela and her family put their surname first?,"Shouldn't Leela's parents' mailbox say ""Leela"" instead of ""Turanga""?",0,0
Why do Turanga Leela and her family put their surname first?,"Shouldn't Leela's parents' mailbox say ""Leela"" instead of ""Turanga""?",0,0
How did Amy and Rory see themselves from 10 years in the future,"In Doctor Who, The Hungry Earth, how did Amy and Rory wave to themselves?",1,0
Why was Harry able to Accio the Cup portkey in GOF,Why didn't anybody Summon the Triwizard cup in the maze?,1,0
"Novel, Lo Tech SF/Fantasy, Powerful Woman, Male Assistant, Quest, Trilogy","Fantasy novel, magic sword and different worlds",0,0
Searching for a short story about people being stuck together,Short SciFi story where humans join and evolve into a kind of multi-creature,1,0
How do the Hogwarts students fit all of their stuff in their trunks?,Is Harry's Trunk Magical or (where is Harry's broom during the summer)?,0,0
Sci fi novel about alien invaders to earth that can jump high like grasshoppers,"Aliens like giant grasshoppers invade earth, give black people power over whites",1,0
How long is a year in Star Wars?,Star Wars Time Measurement and Dating Systems,0,0
How much of the Game of Thrones show dialogue is taken directly from the books?,How much creative independence are the Show runners accorded in Game of Thrones?,1,0
Short story: alien planet where slow students are executed,Short story (maybe two in the same collection) about Alien education versus Earth,0,0
Short story with mechanical house that completes all tasks,Identify a short story about post-apocalyptic household robots,0,0
What happened to the Azor Ahai prophecy after S08E03?,Who is The Prince who was Promised?,0,0
Why can't this kill White Walkers in Season 8 Episode 3?,"How could this character survive this action in the Game of Thrones episode ""The Long Night""?",1,0
Why does Stupefy not properly stun recipients during Dumbledore's Army training?,Why does Stupefy not properly stun recipients during Dumbledore's Army training?,1,0
Did Elladan and Elrohir fear the dead?,Were Elladan and Elrohir afraid of the dead?,1,0
Why Don't the Weasleys Use Transfiguration to Improve Their House?,"Why are there ""dilapidated"" buildings in Harry Potter?",0,0
Would Smeagol have been permitted passage into Valinor had he lived?,"Would Gollum qualify, as a Ringbearer, to go to the Undying Lands?",0,0
Frozen world results from machine that converts heat to electricity,Looking for a short story about the icy end of the world,0,0
80s movie with futuristic vehicle with dome on top in desert-like universe,80's/90's movie: man and woman driving through a red desert planet,0,0
When did the Death Star 2 construction start?,Were there two Death Stars in construction at the same time?,1,0
What happens to the Shield Gate in the Rogue One novel?,How would the shield gate have “regenerated�?,0,0
Who manned the Beacons of Minas Tirith?,Do the beacon lighters really live on top of the mountains?,1,0
How many people die in each episode of Game of Thrones?,What is the average number of deaths per episode?,0,0
Children's sci-fi series from 70's/80's with a pink blob as a pet,Late 70s Early 80s Children's SF Book Series,0,0
What crimes get one sent to azkaban,What crimes (other than being involved with dark wizards) are Azkaban-worthy?,1,0
Why doesn't Star fleet utilize basic protective gear in hazardous environments?,Why don't Starfleet Officers wear protective gear when going abroad?,1,0
Why was Bellatrix unaffected by Harry's Cruciatus curse,Do you have to want to hurt someone for the cruciatus curse to work?,0,0
Does Platform 9 3/4 have some sort of Magical Blood Detection Charm?,Can a Muggle get through to Platform 9 & 3/4?,1,0
Identify SciFi story where Genetic Engineering created Fantasy monster like dragons,book identification scifi/fantasy with talking human intelligence cat,0,0
Fantasy Book I read in middle school (2009) about brother and sister using magic in space,Book about a boy who travels to a parallel universe to get a book,1,0
"Which Sci-Fi work introduced the idea of ""Touchscreen used by fingers""?",What is the first reference in Sci-Fi to a touch-screen computer interface?,1,0
"Movie Identification - Spaceship, earth destroyed but not really","Movie featuring  space crew, murders, a forbidden door and ending with a revelation",0,0
How could Harry kill Voldemort by a disarming charm?,How did this main Harry Potter character die?,1,0
Can the shadows be touched while invisible?,Do Mr. Morden's invisible Shadow handlers go with him everywhere?,0,0
How did the dinosaurs in the Jurassic Park sequels survive without lysine?,"In the book ""Jurassic Park"" does the Lysine Contingency actually get explained?",0,0
Where does Charles Xavier's seizure power come from?,Has Charles Xavier ever exhibited the ability to freeze minds/time in the comics?,0,0
How are Muggle-borns and possibly half-bloods not missed at public school?,"What's the ""official"" explanation for Harry's (and everyone else's) absence from muggle school?",0,0
Identify Sci-Fi story in which time-traveler creates new religion,Time travel short story told entirely as a monologue,0,0
"If Snape knew that Pettigrew had a silver hand, why didn't Snape suggest that solution to Dumbledore's hand?",Why didn't Dumbledore simply cut off his hand and make a new one?,1,0
What happened to Sauron immediately after losing the One Ring?,Where did Sauron go after his defeat in the Second Age?,1,0
"Apart from defeating Grindelwald, what did Dumbledore actually do?",Which of Dumbledore's abilities make him the greatest wizard of the age?,0,0
Why Don't People Float while on Starships In Star Wars?,How does gravity work on Star Wars ships?,1,0
Did Lily know that her death would protect Harry?,Did Lily know that her death would save Harry?,1,0
Finding a story where aliens warn mankind away with math,SciFi novel about a vault on the Ocean floor,0,0
Can a kryptonian male and a human female conceive a child while on earth?,"How have Superman comics dealt with the Man of Steel, Woman of Kleenex problem?",0,0
Why didn't someone make Lily and James Potter portraits like the dead Hogwarts Headmasters?,Why could the pictures and paintings in Hogwarts talk and the photos of Harry's parents couldn't?,1,0
How many DeLoreans were there in 1955?,How many DeLoreans existed at the same time?,1,0
ID a story in which a plant-like species attempts to develop space travel to evade a recurring catastrophe,novel identification: alien scientists must save their civilization from future destruction,0,0
"What happens to my body when I am ""inside"" a Pensieve?",What do people who are using a pensieve look like?,1,0
What information about Darth Plagueis do we have in canon?,In the new canon what do we actually know about Darth Plagueis?,1,0
How could the Death Eaters Apparate straight to Voldemort without knowing where he is?,Does the Dark Mark Act In the Same Way As Dumbledore's Deluminator?,0,0
"If Darth Vader is more machine than man, wouldn't he have significantly less midichlorians?","When Jedi lose parts of their body, does their midi-chlorian count and strength in the Force diminish?",0,0
Looking for a time travel TV series with champagne that apparently bubbled down,90s/2000s TV show : man uses government time machine to fix national problems,1,0
How could an attack work against Kosh?,How would anybody know how to poison a Vorlon?,0,0
How can Newt cast Accio on a Niffler when it is only supposed to work on inanimate objects?,Can this inconsistency in the ability of the Summoning Charm (Accio) to summon animals be explained?,0,0
Why is the doctor's holographic projection tangible sometimes and intangible at other times?,How does the EMH hold onto a phaser while having bullets go through him?,0,0
Novel set in a dystopian future where everyone was color-blind by mandated ingestion of medicine,"Can someone identify this book, where children are bred for specific jobs?",0,0
"Within Hogwarts, where could you spend money?","How did Harry, Ron and Hermione buy presents for each other?",0,0
Doesn't the 'Avis' charm indirectly violate the Gamp's law of Elemental Transfiguration?,How can animals in the wizarding world go close to extinction?,0,0
Was the first Leto II born with prescience?,Was the first Leto II also the Kwisatz Haderach?,1,0
Netflix cartoon series where the main character had a leather gaunlet that could summon a beast,"Cartoon TV Show About Three Kids and Monsters and a ""veil"" between realms",0,0
Why didn't the Enterprise-E crew just use holodeck machine guns against the Borg?,How come the Federation did not routinely use projectile weapons against the Borg?,1,0
Why couldn't Moody use dittany on his nose?,What are the limitations of healing magic?,0,0
Story about old man teleported to the future where earth is under heavy radiation,Science fiction short story: beam transporting people into the distant future,1,0
Does any of the Hogwarts' staff have a family?,Are there known relatives to Hogwarts teachers?,0,0
Story with a spaceship that crashes into a medieval civilization,"Looking for a book, wormhole, space ship Crash landing",0,0
"In the public opinion, why was Voldemort considered the greatest dark wizard of all times, and not Grindelwald?",Why is Gellert Grindelwald considered as second darkest wizard when he terrorised the whole European Continent?,1,0
Can citizens from the trusted districts move to live in the Capitol?,Are non-citizens of the Capitol permitted to permanently immigrate?,1,0
Movie about a man trapping his soul in a box thus making him immortal,Sci-Fi Movie/Show Where a Soul is Captured in a Glass Vessel,1,0
How were there two Martys in 1955 in Back to the Future 2?,Why was Marty present in his jump to 2015 in Back to the Future 2?,1,0
Short story: man watches girlfriend's spaceship entering a 'black hole' (?) forever,Looking for sci-fi novel I read about humanity finding alien station on orbit of Earth,0,0
"What's this round medallion from the ""Rise of Skywalker"" trailer?","What award did Leia give Chewie, Han and Luke?",0,0
"What's this round medallion from the ""Rise of Skywalker"" trailer?","What award did Leia give Chewie, Han and Luke?",0,0
"Movie about afterlife, large towers with clothing and food",SciFi movie (or miniseries) of the afterlife,0,0
Why do they portray characters with beard/eyebrows not matching their hair?,Why does Daenerys Targaryen have dark eyebrows?,0,0
"90s Movie/TV series in which a boy travels to different worlds, fighting an evil scientist",90s (or early 2000s) scifi (mini)series where a boy and old man chase a black guy in metal suit,1,0
Why was sabotage so easy in the Triwizard Tournament?,Why didn't anybody Summon the Triwizard cup in the maze?,1,0
Why are Starfleet vessels not fitted with seatbelts or harnesses of some kind?,Were seat belts used in Star Trek for the first time in Star Trek Beyond?,0,0
Are there any other instances of an existing knight appointing another knight?,Who can knight you so that the knighting 'sticks'?,0,0
Are there any other instances of an existing knight appointing another knight?,What are the advantages that come with knighthood in Westeros?,0,0
What order should I read the Stormlight Archive in?,Reading order for Cosmere series by Brandon Sanderson,0,0
Can a force user use their foot to force choke?,Are hand motions required to use the Force?,1,0
Did the specific date Tony chose to go to the base have some significance?,How did Tony and Cap know about the place in 1970?,1,0
How much dragonglass damage must a wight or White Walker suffer before dying?,How much contact with Dragonglass is needed to destroy a White Walker?,1,0
Can a person be released from vows of the Night's Watch on the grounds of being unaware of his true identity?,"If this speculation about Jon Snow is true, would he be allowed to leave the Watch?",1,0
Did the Sorting Hat see the Slytherin side of Harry Potter because of his status as a pseudo-Horcrux?,Could the Sorting Hat Have Told Dumbledore That Harry Was a Horcrux?,1,0
Who manned the turrets in the Falcon during the Battle of Endor?,Why didn't they use the extra cannons on the Millennium Falcon?,0,0
Why are dementors natural allies of Voldemort?,How do Death Eaters fight against Dementors?,0,0
How do muggle-born students have enough money to go to Hogwarts?,Where do students who don't get into Hogwarts go?,1,0
Does Palpatine know that Yoda is dead in Return of the Jedi?,Why did the Emperor stop looking for Yoda?,0,0
How did Sauron maintain control of humans far from Mordor?,Why were the people of Rhun and Harad allied with Sauron?,0,0
Why didn't the Trio use unforgiveable curses to destroy the Horcruxes?,Could the Horcruxes be destroyed with Avada Kedavra?,0,0
Why is the fusion power on the Voyager not enough to keep the replicators in operation?,"If replicators allowed humans to stop working, why were replicators shut down in the Voyager?",1,0
"Short story from decades ago: The premise​ is a precursor to the movie ""Avatar""",Humans orbiting exoplanet establish telepathic control of massive six-legged feline creature that has IR-sense plates instead of eyes,0,0
Novel(s) about a young women that survives an apocalypse and turns into a dragon?,Story ID: A pre-teen girl who is a genius crosses the country in a van,0,0
Why didn't Harry use a Time-Turner to save Sirius Black's life the second time?,Why Couldn't a Time Turner Have been Used to Stop Voldemort?,1,0
Why wasn't Captain Picard ever promoted beyond Captain?,Why is Janeway an Admiral and Picard is not?,1,0
Are wizard bones tougher than human bones?,How do muggles and wizards differ physiologically?,0,0
"Who owns the Elder Wand in ""Fantastic Beasts And Where To Find Them""?",What wand was used by Mr Graves at the time of Fantastic Beasts?,0,0
"80's sci-fi book series: space travelers can transform into any other creature, are chased by ""Val's"" robots","Series of sci-fi novels: sisters turned into cow like aliens, mother ship full of humans",1,0
Does the final scene of A New Hope take place on Yavin IV?,In the NEW CANON why don't the Rebels abandon Yavin 4 before the Death Star Arrives?,1,0
Trying to find a tall tale about dirt so fertile that someone steals it,A children's book series about a farm that grows massive food,1,0
Short story set in near future: huge freeways and swift justice for bad driving,"SF short story about a patrol car on a ""hyper-highway"" at 400+ mph speeds",0,0
Is there a minimum distance required to use FTL?,Would the Picard Maneuver work in the Star Wars universe?,0,0
Why does Maeve do this in the last episode of Westworld?,Did Maeve choose to go and save her child of her own free will?,1,0
Sci-fi movie from 1980's about killer robot in space,Movie about hostile robots disguised as footballs,0,0
Which way did Gandalf mean for the fellowship to take into Mordor?,What was Gandalf's plan for getting the Ring to Mt. Doom?,1,0
How could potions be correctly made following the standard instructions?,Are the Hogwarts Potion Books intentionally misleading?,0,0
Why does Voldemort always say 'Avada Kedavra' instead of casting it wordlessly?,Why didn't Snape cast Avada Kedavra on Dumbledore non-verbally?,0,0
Help me to identify a book about an alien anti-hero/spy,Fantasy book series with non-human races and labyrinth,0,0
"Old sci-fi book - Gail, extreme cold, Jupiter","Children's book with ""square triangles"" in parallel universe?",0,0
Trying to recall a book about an alien parasite invasion of a colony world that I read in 1990 - 1991,"In which book did alien protagonists absorb and mutate humans, turning their flesh into biological weapons that they then used against other humans?",1,0
Why did Harry not question finding out Snape was a Death Eater?,Why did Harry not question finding out Snape was a Death Eater?,1,0
Book about a boy who plays a video game that turns out to be a job interview,Sci-fi book about a male entering a competition that he wins and gets recruited by millitary,1,0
What is the fate of all Ents who die?,Do the Ents go to the Undying Lands?,1,0
How much more lore is covered in the fire and ice books?,Where does the background story in A Song of Ice and Fire come from?,1,0
How old did the Istari look when they arrived?,How old did Gandalf appear to be when he came to Middle Earth?,1,0
How did this happen to Captain America?,How does Captain America channel this power?,1,0
How did Arya avoid White Walkers and wights at the end of Season 8 Episode 3?,Why didn't the other White Walkers hear or see that character approaching the Night King?,1,0
Old story about a creature laying pyramid shaped eggs on Mars,Story about a man and an alien exploring an alien world,1,0
Between Infinity War and Endgame did victims of the snap age?,Why do these characters still seem to be the same age after the events of Endgame?,1,0
Short story: man frozen in time seen as a monster,Time traveling astronaut appearing frozen to observers in time travel accident,1,0
How did Shelob stab Frodo through his mithril shirt?,Why did the Mithril coat fail to stop Shelob's sting?,0,0
State of canon for Star Wars: Masters of Teräs Käsi,How is canonicity of derivative works determined for Star Wars?,1,0
Have any Marvel heroes been drawn differently to match their MCU equivalents?,Do comic characters sometimes get drawn like the actor playing them?,0,0
Live Action English Language show about a virtual world with an human-appearing girl who tastes orange juice through her fingertips?,Live action TV show where High school Kids go into the virtual world and have to clear levels,1,0
"What's the meaning of the raised finger in ""Avengers: Endgame""?",Wasn't Strange tempting fate by telling Stark this?,0,0
Why did the house-elves fight without magic?,Why did the House-elves use weapons at the battle of Hogwarts,1,0
"In the Movie Looper, how does this happen?",Doesn't the end of Looper create a time paradox?,0,0
Story about person fighting aliens in exoskeleton before joining them,Looking for a book about a crystal like prison planet,0,0
Is Daenerys's decision in Kings Landing consistent with her character arc?,Why did Dany decide to torch King's Landing after the bells were rung?,0,0
"Why did Ser Gregor do this in Season 8 Episode 5, ""The Bells""?",Why did Gregor Clegane do that in Game of Thrones S8E5?,1,0
Short story about nuclear war and a rock band?,60s short story where band gives concert ending with a nuke detonation,1,0
What is the ship shown just before the Enterprise in the ST: Enterprise opening credits?,What's that ship in the opening credits of 'Star Trek: Enterprise'?,1,0
"Story about a space war, and a human prisoner of war captured by alien enemy",Book about attack by aliens that decimate entire human fleet and take a single prisoner,1,0
Where is Ilyn Payne and why is he not dead?,Why does Arya not mention Ilyn Payne in her list?,1,0
"Anime: boy spawns down monsters, including a floating eyeball, is saved by an adult from drowning when diving to look for a boat","Anime with a boy hiring a creature from a stone, meets a man named Dante and starts a journey to collect crystals",1,0
What does this symbol mean in Game Of Thrones?,What was the meaning of the Night King's message?,0,0
Why didn't the ministry of magic call for help from foreign counterparts?,Why did international wizards not come to help against Voldemort?,1,0
Why this character is punished instead of being honoured?,Why did the most important lords want this character freed?,1,0
What is Agent Coulson's status as of the end of Endgame?,Why aren't MCU movies featuring Coulson after Avengers?,0,0
What is this young adult book series?,"Teens stranded in eco-system within alien ship, fighting for survival",0,0
What is Agent Coulson's status as of the end of Endgame?,Why aren't MCU movies featuring Coulson after Avengers?,0,0
Identify science-fiction short story where superintelligent test subjects fight with sense-based mental programming,Trying to identify a short story about a Man who becomes a genius due to a US government lab experiment,1,0
Did Ariana Dumbledore's portrait dig the tunnel to Hogwarts?,Who created the tunnel between the Room of Requirement and Hogsmeade?,1,0
"Low budget, 70s look, about aliens wearing tunics and old vessels sailing the desert",Young boy living on Mars discovers that his parents are robots,0,0
Story about an alien baby that has to get to its spaceship before it dies,Short story where time is accelerated and characters have to get back to ship?,1,0
Cant remember the author or title sci fi space portal planet colonization,Book ID: Astronauts and Lab Students can create portals through space,0,0
Sci fi novel about a modern warship that goes back in time,R.A. Lafferty? Story about ship going back in time,1,0
Why did Sansa need the hair net?,Why was the plan for the Purple Wedding so complicated?,1,0
How was Neville Longbottom qualified to be the Chosen One?,Why do only Harry and Neville fit the prophecy out of all wizards?,1,0
Book about future where they use honey instead of money?,"Need help with a book title - something like ""Sting""",0,0
Kids space travel series featuring 'The Great Ta',"And now, for something completely different: The mushrooms are among us",0,0
Why does computer data get destroyed when it gets downloaded?,Why are downloads destructive in the Star Trek universe?,0,0
"Sci-fi book with a scientist discovers and goes to an alternate reality, where items improve with use",A gateway to a new world/future where things can be improved with use,1,0
"(70s, or 80s Novel) Man with intelligent robotic legs (from the waist down)",Book about a man who's cut in half & placed in suspended animation,0,0
Short Story about Fog/Mist (Not Stephen King or John Carpenter),Telegrams from Unknown City that Gets Destroyed by Mist,0,0
What's reason behind the assassination of John Boone in KSR's Red Mars?,"In Red Mars, why did Frank want to kill John?",0,0
So what was the secret behind the stainless steel of Doc's Delorean?,Why did Doc Brown choose the Delorean DMC-12 as his first time traveling vehicle?,0,0
Story where Earth is saved by sending nuclear bomb to alien race controlling it,Movie where Earth is conquered and humanity are cavemen slaves,1,0
What does it mean that a Wizard is more powerful than another?,What determines the power of a wizard in Harry Potter's world?,1,0
Animated children's series where the 'baddies' were short and had Darth Vader-like helmets,Identify an animated childrens TV show from the 1980s about a girl sent to another planet,0,0
What’s the limit we have seen of Hulk's strength?,Is there an upper limit to the Hulk’s strength?,1,0
Harry was bitten by a Basilisk - how is he still a Horcrux?,Why didn't the basilisk bite in Chamber of Secrets destroy the Horcrux?,0,0
60's short story where siblings find in mechanical toy that emits light,Story about earth children playing with alien toys. Who wrote it?,0,0
Identify Book: Boy Taken as Apprentice by Wizard in a City Taken Over After Queen is Assassinated,A series about the Seventh son of a seventh son and a bullet that will always find its mark,0,0
How did Sally from Oblivion destroy the Moon,How did the Tet destroy Earth's moon?,1,0
Why doesn't the 29th century Starfleet intervene when Janeway travels back in time at the end of Voyager?,Why didn't the time cops try to stop Janeway when she traveled back in time to rescue Voyager?,1,0
Novel where government trains kids for the army through a VR game,Sci-fi book about a male entering a competition that he wins and gets recruited by millitary,0,0
"In Harry Potter, do magical people refer to themselves as ""magicians""?","Has the word ""magician"" been used in the Harry Potter canon?",0,0
How is it possible that this coat-hanger lifts Thor's hammer?,Thor's hammer left in a elevator...could I move it?,0,0
Can a wizard or a witch use two wands at the same time?,Can a wizard use more than one wand?,1,0
Late 80's early 90's sci-fi choose your own adventure,"Children’s books, one in space setting, the other in a jungle",0,0
Why does Newt Scamander travel to New York on a ship?,Why did Newt need to cross the Atlantic by steamer?,1,0
Why was Cassian ordered to kill this person?,Why did this character continue to want Galen Erso dead?,1,0
What is the functional use of stormtrooper armor?,What was the point of the stormtroopers' armour?,1,0
Identify an SF short - humanity alone in universe.,Lester del Rey short story about the last Earth starship returning,0,0
Can a Basilisk control whether or not its gaze will kill?,Can the Basilisk's petrifying power be 'turned off'?,0,0
German tv-seriers about paranoid man believing he is not in the real world,Can you name this sci fi film that is similar to The Matrix?,0,0
"Did we see Daniel, the cylon John murdered, in ""Someone to Watch Over Me""?",Who was the piano player that Starbuck met in the bar on Galactica?,1,0
Old series of SciFi adventure puzzle picture books,"Children’s books, one in space setting, the other in a jungle",0,0
Has JK Rowling ever commented on whether logical inconsistencies in her world are deliberate allegories?,Did J.K Rowling ever explicitly talk about the allegorical nature of the Potter series?,1,0
Did Hagrid Disapparate in The Philosopher's Stone?,How did Hagrid vanish into thin air?,0,0
"Short story about an atheist dying, being resurrected by God in heaven to perform a mission",Title of short story: God granting immortality to others to find a way to kill himself,1,0
Did the form of address of female officers and crew of Startrek change over the years?,"What's the origin of referring to female superior officers as ""sir""?",1,0
Is there evidence which supports the existence of gunpowder in Middle-earth?,Why wasn't gunpowder more common in Middle Earth?,1,0
"Can a muggle use magical objects (potion, time-turner, etc)?",Can magic be used to transform a muggle into a witch/wizard? (HP universe),1,0
How does R2-D2 not remember Yoda or Dagobah,Why does R2-D2 try to electrocute Yoda?,1,0
Why did they never point the Borg towards Organia or a Douwd?,Where were the advanced species and civilizations of ST:TOS during the war against the Borg?,0,0
Won't the absence of Infinity Stones affect the main timeline?,"Post Endgame, how is the flow of time different?",1,0
Why did the Sanctuary II focus its attack on Captain Marvel?,Who was in operational command of Thanos's ship?,0,0
Do we know why the Night's Watch has diminished so much?,Why is the Night's Watch so depleted at the start of ASOIAF?,1,0
What time-related powers has Dr. Strange demonstrated in the comics?,Has Doctor Strange ever traveled in time without the use of the Infinity Stone?,1,0
60s/70s short story: man trapped in lunar cave by military robot,"Robot tank run amok, its trainer trapped in cave on the Moon",1,0
How could Sirius buy a broomstick for Harry?,Why Did Gringotts Pay Out for Harry's Firebolt?,0,0
"After a period of time, would Worf be considered a Dahar Master?",What must a Klingon master do in order to be considered a Dahar Master?,1,0
Where does a worthy person get Thor's power from?,Does Thor's hammer give power or channel it?,1,0
"YA novel: siblings from a walled city, whose DNA is spliced with animal DNA",Sci-fi book about a male entering a competition that he wins and gets recruited by millitary,0,0
"What is a ""balanced"" force, and do the Jedi want it?",Why did the Jedi want to bring balance to the Force?,1,0
60s or 70s novel about Empire of Man making 1st contact with 1st discovered alien race,"Looking for book: contact with aliens, five different races, mismatched claws, biological imperative to breed",1,0
What is the name of Peggy's husband in Captain America: The Winter Soldier?,"In The Winter Soldier, who did Peggy Carter say she married?",1,0
Are there any known DC super metals besides Nth?,What are the indestructible materials in DC Universe?,0,0
Why can't horcruxes in Harry Potter be destroyed by Avada Kedavra?,Could the Horcruxes be destroyed with Avada Kedavra?,1,0
Movie or tv series in 80s/90s which has a rooster wind vane set in a roof,What 80s BBC kids’ TV show had children fitting together machinery they found in the countryside?,0,0
"How much are Galleons, Sickles and Knuts worth in the real world?",What are the costs of books and materials in Harry Potter?,1,0
Novel in which alien (Martian?) is trapped on Earth in prehistory,Book about ancient Martian astronauts being the root of modern humanity and time travel,0,0
"Identity novel, short story or book series... slower than light space battles, time dilation and boardings, several planets","Two spacecraft pilots travel at light speed, meet back on Earth in different era due to time dilation",1,0
"At the end of Avengers: Infinity War, what is the live/dead ratio?",How many named characters died in Avengers: Infinity War?,1,0
Recall book series with a young girl who can talk to animals (English with at least 4 books),Series of books; in one there is an island with very tall large pillars,0,0
Why did Thanos choose the mechanism that he did?,What is Thanos's motivation for his action?,0,0
How are Animagi’s animals related to the wizards themselves?,Do animagi get to pick their animal?,0,0
Was the fact that Earth's position is never the same ever addressed in time travel stories?,How does time travel take into account the rotation/revolution of the Earth?,1,0
"Story where the atmosphere is incinerated by a hail of micrometeorites. A ""soft rain"" I think","What sci-fi novel has the moon split into 7 pieces by an asteroid, threatening life on earth?",1,0
Short film about a planet where people age very quickly,Searching for title of movie about rapid aging,0,0
Short story where aliens are observing humans then attack,Short sci-fi story: aliens regret setting Earth's destruction in motion,1,0
Did the event in Infinity War affect animals?,Does Thanos' plan apply to higher order beings?,0,0
Can muggles cross through the barrier at kings cross?,Can a Muggle get through to Platform 9 & 3/4?,1,0
How does Hogwarts find candidates to attend?,How does the Hogwarts Headmaster know whom to invite to school?,1,0
Does it matter in which space the Stones are placed?,Is there a specific order to the Infinity Stones?,0,0
Identify a book about an exploratory mission + alien pet + topaz maybe?,"Someone sent to rescue brother, find out what happened to him?",0,0
"man in asylum insists everyone is conspiring against him; ""the one they call mother"" says he's just paranoid",Short story where rain only on one side of the house gives away fake world?,0,0
Help identifying this animation about a locked-down city overtaken by androids,Cartoon movie where the main character had a robotic arm,0,0
Did the Dark Lord invent the Unforgivable curses?,What Is the History of the Unforgivable Curses?,1,0
20th century earth is conquered by a race of felinoids,SF Short Story: alien apes invade during nuclear war,0,0
"In Harry Potter, do ghosts ""live"" forever?",Could ghosts in Harry Potter move on?,1,0
Was Kyle Reese the original father of John Conner,How was Skynet created in the original timeline?,1,0
"Who cares if it takes 1,000 years for Sarlacc to digest you?",How does a sarlacc gain any energy if it keeps victims alive for a thousand years?,1,0
Are there any other tools wizards can use as they would a wand?,Are there any spells that a wizard/witch can cast without a wand in the Harry Potter universe?,1,0
Sci Fi book about the last pure blood Terran,Looking for story - post human galactic civilization,0,0
"Fantasy book, main character called Spyder, a tattooist, meets a girl, ends up in a fantasy place","Book - tattoo artist summons demon, saved by blind lady with sword",0,0
Short story about a place where lost things are?,Short story where people can swap minds with others,1,0
What does Disney consider to be Star Wars canon?,How is canonicity of derivative works determined for Star Wars?,0,0
Did Harry ever have classes with Ravenclaws?,What Hogwarts classes are taught to two houses at once?,0,0
"Series read back in late 1900s: aliens with two life stages, one electronic",Book about attack by aliens that decimate entire human fleet and take a single prisoner,0,0
