,Sentence1,Sentence2,Gold Label,is_sts
659,How can I improve my c programming skills?,How can I improve my programming skills?,1,No
660,What are the best jobs in the Philippines?,What is the best jobs in the Philippines?,1,No
661,What is the one thing you want to do when you have an unlimited amount of money?,What is one thing you would like to do if you had unlimited money?,1,No
662,What is the best European country to start a business?,What is the best European country to start a business?,1,No
663,Why do some of the answers converge in Quori?,Why do some answers fall to Quora?,1,No
664,What's the best non-fiction book you've ever read?,What's the best non-fiction book you've ever read?,1,No
665,How are pure water and sediment different?,What is the difference between a wash and a wash?,1,No
666,What is the best advice you can get?,What is the best advice you have ever received?,1,No
667,Can Bruce Lee stand MMA fighters?,Can Bruce Lee resist MMA fighters?,1,No
668,Did the White House be built by slaves?,Was the White House built by slaves?,1,No
669,"What is a ""real programmer""?","What is a ""real programmer""?",1,No
670,Will there be a war with Russia?,Is there going to be war against Russia?,1,No
671,"How do people at Quora ask questions here, when they can find it on Google and why Quora is a website for questions / answers only, will it expand?","How come people on Quora ask here questions when they can get them on Google and why is Quora just a question / answer site, does it expand?",1,No
672,What should be India's move against Pakistan after Nagrota attack?,What should be India's move against Pakistan after the Nagarota attack?,1,No
673,What would have happened if Trump and Pence had been assassinated before assuming office?,What would happen if both Trump and Pence were assassinated before taking office?,1,No
674,Is the minimum law still used to name organic compounds?,Is the lowest sum rule still used in the denomination of organic compounds?,1,No
675,What are the best arguments for the war on drugs?,What are the best arguments for the war on drugs?,1,No
676,What are the prominent features of usability that your organization considers while purchasing the ERP system?,What are the prominent usability features that your organization considers when purchasing an ERP system?,1,No
677,what are the signs that a boy likes?,what are the signs a guy likes you?,1,No
678,How important is our education?,How important our education?,1,No
679,What are the best universities in Germany for a Master's in computer science?,What are the best universities in Germany for a Master's in computer science?,1,No
680,What kind of programming language should I learn if I want to debug a game creation website like Zondle.com?,What kind of programming language should I learn if I want to debug a game-making website like Zondle.com?,1,No
681,Do parents really love all their kids equally?,Do parents really love all their kids equally?,1,No
682,How can I unblock my Facebook account in Chrome?,How can I unblock my Facebook account on Chrome?,1,No
683,"Where, why and how did feudalism start?","Where, why and how did feudalism start?",1,No
684,How do you balance parenting and business needs?,Je! How do you balance the demands of being a parent and running a business?,1,No
685,How can the drive from Edmonton to Auckland be described and how do these cities' attractions compare to those in Regina?,How can the car from Edmonton to Auckland be described and how can the attractions of these cities be compared to Regina?,1,No
686,What are my options after mechanical engineering?,What options do I have after mechanical engineering?,1,No
687,What are the benefits of Joint Family?,What are the benefits of Joint Family?,1,No
688,What's the best way to copy music from my iPhone back to iTunes?,What's the best way to copy music from my iPhone back to iTunes?,1,No
689,What's Up - Unified Payment Interface?,What is UPI - Unified Payment Interface?,1,No
690,Where can I find the best quality DJs for festivals in Sydney?,Where can I find the best quality DJs for the festival in Sydney?,1,No
691,Which is the best SEO company in Delhi?,Which is the best SEO company in Delhi?,1,No
692,How can I enjoy my life more?,How can I enjoy my life the most?,1,No
693,Why do people think that they are better than everyone and everything else?,Why do people think they are better than everyone else and everything else?,1,No
694,Is the government hiding or harboring aliens?,Is the government hiding or harboring aliens?,1,No
695,What can an introvert do to become an extrovert and vice versa?,What can an introvert do to become an extrovert and vice versa?,1,No
696,How attractive would you rate your physical traits on a scale of 1 to 10?,How attractive would you be to your physical features on a scale of 1-10?,1,No
697,Why are Indians so obsessed with what people from other countries think of India?,Why are Indians so obsessed about what people from other countries think about India?,1,No
698,I told a girl that's in a relationship that I liked her and she says she never know what's going to happen to her relationship. What does that mean?,I told a girl that's in a relationship that I liked her and she says she never know what's going to happen to her relationship. What does that mean?,1,No
699,What products should I use to get rid of acne quickly?,What products should I use to get rid of acne quickly?,1,No
700,Is there a formula for finding the nth prime?,Is there a formula for finding the first number of n?,1,No
701,Is electricity an invention or a discovery?,Is electricity an invention or a discovery?,1,No
702,Do Hillary Clinton supporters worry that she's a peregrine?,Are supporters of Hillary Clinton worried that she is a war hawk?,1,No
703,How old is too old for med school? Or law school?,How old is he for medical school? Or law school?,1,No
704,How can I crack JEE?,How can I crack JEE?,1,No
705,Why can we not have one child policy in India?,Why can't we have one child policy in India?,1,No
706,How should a teacher maintain discipline in the classroom?,How should the teacher maintain discipline in the classroom?,1,No
707,"If energy is not saved in an expanding universe, can infinite energy be created? Is it potential energy or potential infinite?","If energy is not stored in an expanding universe, can infinite energy be created? Is it potential energy or infinite potential?",1,No
708,How do I pleasantly reject someone?,How to reject someone well?,1,No
709,Is iPhone 5s compatible for Jio VoLTE app?,Is the iPhone 5s compatible with the Jio VoLTE app?,1,No
710,Why is Salman Khan overrated?,Why is Salman Khan so overrated?,1,No
711,What are some amazing iPhone / Android gadgets that most people don't know about?,What are some mind-blowing iPhone/Android gadgets that most people don't know about?,1,No
712,What are the major differences between Chinese and Western culture?,What are the main differences between Chinese and Western cultures?,1,No
713,How do I know if I am a Republican or a Democrat?,How do I know if I am a Republican or a Democrat?,1,No
714,Do you believe in witchcraft?,Do you believe in witchcraft?,1,No
715,"I suspect my spouse is cheating, how do I know for sure?","I suspect my husband is cheating, how do I know for sure?",1,No
716,How can I remove the screen saver on my j7 2016?,How can I remove the screen cover on my j7 2016?,1,No
717,What is the best way to learn a web application (I would like Ruby)? What do I start with? What are the next steps?,What's the best way to learn web programming (I'd prefer Ruby)? What do I start with? What are the next steps?,1,No
718,Can skipping increase your height?,Can a cross increase your height?,1,No
719,What is our purpose to be here?,What is our purpose in being here?,1,No
720,"Are public sector jobs and government jobs the same? If not identical, what is the difference between them?","Is the role of the public sector the same as the work of the government? If not, what makes them different?",1,No
721,How can I get out of my comfort zone and be together at the same time?,How can I get out of my comfort zone and be together at the same time?,1,No
722,What is the syllabus for UPSC exams?,What is the UPSC Exam Syllabus?,1,No
723,Why is cricket not popular in America despite being a British colony?,Why is cricket not popular in the US despite being a British colony?,1,No
724,Assist Lipton green tea weight loss is it?,Does Lipton Green Tea Help With Weight Loss?,1,No
725,Can anyone increase their height at the age of 21 or 21+?,Can anyone increase their height at 21 or 21+?,1,No
726,How do I travel for cheap?,How do I travel cheaply?,1,No
727,What is the best weekend escapade from Pune?,What is the best shrine from Pune?,1,No
728,What really happened on New Year's Eve 2017 at MG Road in Bangalore?,"What really happened at MG Road, Bangalore on Lao New Year 2017?",1,No
729,What is the best weight loss plan?,What is the best plan to lose weight?,1,No
730,What is it like to marry a porn star?,What is it like to marry a porn star?,1,No
731,How does a person overcome the fear of commitment?,How can a person overcome the fear of commitment?,1,No
732,Which laptop is currently best for less than 50K?,What is the best laptop for less than 50K per day?,1,No
733,How do people find it randomly on instagram?,How do people find me randomly on instagram?,1,No
734,What is the main purpose of jailbreaking?,What is the main purpose of jailbreaking?,1,No
735,Will the Muslim population conquer the Hindu population in India in the future?,Will the Muslim population conquer the Hindu population of India in the future?,1,No
736,What are the safety precautions for handling shotguns proposed by the NRA in Minnesota?,What are the safety precautions when working with guns recommended by the NRA in Minnesota?,1,No
737,What is the poorest country in the world?,What is the poorest country in the world.?,1,No
738,What is better than Microsoft or Apple?,"Which is better, Microsoft or Apple?",1,No
739,What can I do to practice my English?,What can I do to practice my English?,1,No
740,How can I promote the Udemy course?,How can I promote the Udemy course?,1,No
741,What were the effects of dementia?,What is the effect of demonetizing 500 and 1000 rupees?,1,No
742,Is training necessary to break the DOOR?,Je! Is coaching important for breaking the GATE?,1,No
743,What are the differences between CSE and IT / ISE?,What are the differences between CSE and IT/ISE?,1,No
744,If a war breaks out between India and Pakistan who would win?,"If there is a war between India and Pakistan, who will win?",1,No
745,What is the reason for having one small testicle and b = one bigger comparatively?,What is the reason for having one small testicle and one big b = by comparison?,1,No
746,What are the daily life examples of shear stress?,What are daily life examples of shear stress?,1,No
747,What can India do in Syria?,What can India do in Syria?,1,No
748,Does penis size really matter? (and) What is the size of your penis?,Does penis size really matter? (a) What is the size of your penis?,1,No
749,How much black money is recovered till now?,How much black money is recovered till now?,1,No
750,What is your favorite ice cream brand and taste?,What is your favorite ice cream brand and flavor?,1,No
751,How to get rid of my acne and get clean skin?,How do I get rid of my acne and get nice skin?,1,No
752,How is the easiest way to enrich vocabulary?,What is the easiest way to enrich vocabulary?,1,No
753,What happens when the internet is silent and how does it happen?,What would happen if the internet shut down and how could it happen?,1,No
754,I masturbate twice a day. Does masturbation affect a man's sperm count or causes infertility?,I do masturbation twice in a day. Does masturbation affect men's sperm count or does it cause infertility?,1,No
755,"I want to start preparing for the ias exam, how should I proceed?","I want to prepare for the ias exam, how do I proceed?",1,No
756,What are the pros and cons of studying abroad? And which one is better?,What are the advantages and disadvantages of studying abroad? And which one is best?,1,No
757,What is the purpose of whites in your viewpoint?,What causes white spots in your field of vision?,1,No
758,Which is the best one liner you've ever heard?,What's the best line you've ever heard?,1,No
759,What are the best hashtags I can use to dress up on instagram?,What are the best hashtags I can use for my clothing brand on Instagram?,1,No
760,How does a financial credit rating work?,How does the finance credit score work?,1,No
761,What should be the first question to ask on Quora?,What should be the first question to ask on Quora?,1,No
762,What could cause a time to come early?,What can make time start early?,1,No
763,Why is Querra successful despite some other Q&A websites like Yahoo Answers and Wiki Answers?,Why does Quora succeed despite having some other Q and A sites like Yahoo Answers and Wiki Answers?,1,No
764,What are some substitutes for butter?,What are some substitutes for butter?,1,No
765,How good is Elon Musk in engineering and technology?,How good is Elon Musk in engineering and technology?,1,No
766,At what age should it be appropriate to lose virginity?,At what age should they lose their virginity?,1,No
767,What is the opinion of Belgi Viswanathan on the new policy of Indian Prime Minister Modi regarding the illegality of 500 and 1000 banknotes?,What is Balaji Viswanathan's opinion on the Indian Prime Minister Modi's new policy about illegalization of 500 and 1000 currency notes?,1,No
768,Which is the best phone to buy for under Rs.1500?,"What is the best phone you can buy for up to 1,500 rubles?",1,No
769,What is the best way to reduce belly fat?,What is the best way to reduce abdominal fat?,1,No
770,How do you hack an unknown person's Gmail account?,How do I set up a Gmail account for a stranger?,1,No
771,Can the US rule the world slowly?,Can the United States slowly take over the world?,1,No
772,Do most people smile fake when they are photographed?,Do many people fake smiles when they get their pictures taken?,1,No
773,Why is there so much suffering in the world?,Why is there so much suffering in the world?,1,No
774,Is World War III coming?,Is World War III coming?,1,No
775,How can I increase traffic to my website using social media?,How can I increase traffic to my site using social media?,1,No
776,How can I get a list of my Gmail accounts?,How can I get a list of my Gmail accounts?,1,No
777,"What is the Best QuickBooks Technical Support Number in New York, USA?","Which is the best QuickBooks Tech Support Number in New York, USA?",1,No
778,How do I increase my metabolism?,How to increase metabolism?,1,No
779,How can I expand the free storage capacity of Google Drive above the first 15 GB free?,How do I extend Google Drive storage capacity for free of cost above the first free 15 GB?,1,No
780,What is the best antivirus application for Android mobile?,What is the best antivirus app for Android mobile phones?,1,No
781,Is it possible to travel in time and if so can we travel in the past or future or both?,Is time travel possible and if yes can we travel only in past or future or both?,1,No
782,what do people think of Chinese people?,what do people think about chinese?,1,No
783,Is it possible to raise the height after 20?,Is it possible to reach heights after 20?,1,No
784,How Do I Make Money Making Cartoons?,How do I make good money drawing cartoons?,1,No
785,What can I do to overcome anxiety?,What can I do to overcome anxiety?,1,No
786,What makes a question interesting?,What makes the question interesting?,1,No
787,How can I control my emotions and sadness?,How can I control my emotions and my sadness?,1,No
788,What if humans were nocturnal?,What if humans were nocturnal?,1,No
789,Is it good to work at PMC as a newer civil engineer?,Is it good to work at PMC as a fresher civil engineer?,1,No
790,Which operators cannot be overloaded in C++?,Which operators cannot be overloaded in C++?,1,No
791,How do you remove epoxy paint from concrete?,How do you remove epoxy paint from a concrete surface?,1,No
792,What are the differences between biotic and abiotic factors?,What are the differences between biotic factors and abiotic factors?,1,No
793,Where can I find delicious cupcakes on the Gold Coast?,Where can I find delicious cupcakes on the sauna beach?,1,No
794,"Which is the best phone to buy for under 000 1,000,000?",Which is the best phone to buy under 15000 INR?,1,No
795,What is the way to get taller (I'm an FTM Asian)?,What are ways I can increase my height (I'm a ftm Asian)?,1,No
796,Can people still see questions marked as needing improvement?,"However, they are not marked as see improving repetitive questions?",1,No
797,Can you get pregnant one day before ovulation?,Can you get pregnant one day before ovulation?,1,No
798,What are the safety precautions when handling the rifles suggested by the NRA in Illinois?,What are the gun control safety measures offered by the NRA in Illinois?,1,No
799,How can you delete your Yahoo Mail account?,How can you delete your Yahoo mail account?,1,No
800,Is death a new end or a beginning?,Is death a new end or a new beginning?,1,No
801,Why do so many people in Quora feel the need to declare their IQ?,Why do so many people on Cura feel the need to describe their IQ state?,1,No
802,How can I get messages that have been deleted from my dm on Instagram back?,How can I get messages that have been deleted from my dm on Instagram back?,1,No
803,Which song can you listen to and never want to hear?,What songs can you listen to and not get tired of hearing?,1,No
804,What kind of diet can you follow to lose 5 pounds in 2 weeks?,What kind of diets can you follow to lose 5 pounds in two weeks?,1,No
805,"How much water should a normal, healthy adult drink to avoid dehydration?","How much water should a normal, healthy adult drink on a daily basis to avoid dehydration?",1,No
806,Secrets of Indian army?,The secret of the Indian army?,1,No
807,How can you determine maturity?,How do you define maturity?,1,No
808,What is the best GMAT preparation institute in Delhi?,Which is the best institute for GMAT preparations in Delhi?,1,No
809,ALL THINGS WHICH ARE Zapata has a story about why Dushku? They are all true?,Why does Dushka Zapata have a story about EVERYTHING? Are they all true?,1,No
810,What did Donald Trump mean to tell us about the American public?,What does Donald Trump’s success tell us about the American public?,1,No
811,"I want to read well, but I can't, how can I do that?","I want to study a lot but I can't, how can I motivate myself for that?",1,No
812,What is your attitude towards reducing numbness in India?,What is your view on the recent demonetization in India?,1,No
813,Why do dogs shake their tails when they are happy?,Why do dogs shake their tails when they are happy?,1,No
814,How do I become a football / soccer manager / coach? What are some steps I can take to get started?,How do I become a football / soccer manager / coach? What are some steps I can take to start?,1,No
815,How can you overcome your fear of the uncertainties of life?,How can I overcome my fear of uncertainty in life?,1,No
816,What is an inanimate object?,What is an inanimate object?,1,No
817,Can anyone become good at math?,Can anyone be good at math?,1,No
818,What are we as Indians doing wrong together?,Are we as Indians collectively doing wrong?,1,No
819,Is there a way to prevent hair loss?,Is There a Way to Prevent Hair Loss?,1,No
820,Why are there 12 inches in one foot?,Why are they 12 feet in a foot?,1,No
821,I want to be part of the next Google Summer of Code (GSoC). Where to start? What should I do?,I want to participate in another Google Summer of Code (GSoC). Where should I start and what should I do?,1,No
822,Why did you choose The Adventures of Huckleberry Finn to read?,Why did you choose to read The Adventures of Huckleberry Finn?,1,No
823,What to do when you do not want to?,What to do when you do not want to do?,1,No
824,What are your paranormal experiences?,What is your normal experience?,1,No
825,What is the secret to success?,What is your secret to success?,1,No
826,What is open market operation?,What is an open source market?,1,No
827,Do atheists who celebrate Christmas call it something else?,Do atheists celebrating Christmas call it something else?,1,No
828,How high can anyone be high?,How can people increase their height?,1,No
829,Do schools kill creativity?,Do schools kill creativity?,1,No
830,Am I man from another planet?,Are people really from another planet?,1,No
831,"Now that Donald Trump is President, will international students stop going to US universities?","Since Donald Trump is President, will international students stop coming to US universities?",1,No
832,Why is diversity good?,Why is diversity so good?,1,No
833,My age is 18. How can I make money online?,I am 18 years old. How can I make money online?,1,No
834,How do I remove a gift from my system from immediate smoking?,How do I get rid of smoking instantly from my system?,1,No
835,What are the impressive technological tools that most people are unaware of?,What kind of tools are mind blowing technology that most people do not know about?,1,No
836,How should I prepare for the KVPY SA interview?,How do I prepare for a KVPY SA interview?,1,No
837,How do I overcome social anxiety in public places?,How to overcome social anxiety in public places?,1,No
838,How do I know if my girlfriend is using dating apps?,How can I tell if my boyfriend is using dating apps?,1,No
839,How do I gain weight naturally?,How do I gain weight naturally?,1,No
840,Will the flashlight be a strange feature in a dark hallway to protect and neglect school students?,Would strobe lights with a strange pattern work in a dark hallway to prevent and disorient a school shooter?,1,No
841,Why is POP called Plaster of Paris?,Why is it called POP Plaster of PARIS?,1,No
842,What are some of the best examples of sarcasm?,What are some good examples of irony?,1,No
843,Why is the art of freedom considered evil?,Why is freedom of education such as education?,1,No
844,What is the key to a successful business?,What does it take to be a successful entrepreneur?,1,No
845,Which book should I use for JEE organic chemistry?,What books should JEE use for organic chemicals?,1,No
846,What are the benefits of nested loops?,What is the use of nested loops?,1,No
847,How can we make money online without investing?,How can we make money online without investment?,1,No
848,Is it healthy to eat one chicken every day?,Is it healthy to eat one chicken every day?,1,No
849,How does sex feel for the first time?,How does sex feel for the first time?,1,No
850,Does DNA change over a lifetime?,Does DNA change over a lifetime?,1,No
851,What were the best films of 2014? Why?,What were the best films of 2014? Why?,1,No
852,Did you have that strange dream?,What's the weirdest dream you've ever had?,1,No
853,What's the difference in the ratio between 4% and 3%?,What is the percentage difference between 4% and 3%?,1,No
854,Is it wrong to tell my boss that I do not want to be paid?,Is it wrong to tell my boss I don't want to get paid?,1,No
855,What is your favorite big theft auto?,Which is your greatest stolen auto?,1,No
856,Do people find holes attractive?,Do people find the pits interesting?,1,No
857,How do I look like Sherlock Holmes?,How do I look like Sherlock Holmes?,1,No
858,What is the best time to book a Caribbean trip?,What is the best time to book a trip to the Caribbean?,1,No
859,What do you think of the Supreme Court ruling that the anthem was played in every movie theater?,What do you think of the Supreme Court's decision to play National Anthem in all theaters?,1,No
860,How do I impress a boss?,How can I impress the boss's boss?,1,No
861,What's the worst thing anyone has done to you?,What's the worst thing someone has done to you?,1,No
862,My face has gained a lot of weight. How do I reduce it?,"My face has gained a lot of fat, how do I reduce it?",1,No
863,"When I apply for a business analyst or data analyst position in an enterprise, will I be asked for SQL or VBA certification?","If I apply to a company as a Business Analyst or Data Analyst, will I be asked for any SQL or VBA certification?",1,No
864,What books should I read?,What books should be read?,1,No
865,What do you think of the government's decision to dispose of the 500 and 1000 rupee notes?,What do you think of the government's abolition of 500 and 1000 rupees banknotes?,1,No
866,What are crop tops?,What are crop tops?,1,No
867,U.S. Presidential Election: Will Trump Win Sanders if They Are Elected President?,U.S. Presidential Election .: Will Trump defeat Sanders if he becomes Presidential nominee?,1,No
868,What do people think about Muslims?,What do people think about Muslims?,1,No
869,What are the cutest animals?,What are the most beautiful animals?,1,No
870,Why didn't Mahatma Gandhi win the Bharat Ratna or the Nobel Peace Prize?,Why didn't Mahatma Gandhi receive Bharat Ratna or the Nobel Peace Prize?,1,No
871,What would be a great way to commit suicide?,What would be a cool way to commit suicide?,1,No
872,What are some good tips while learning piano?,What are some helpful tips while studying piano?,1,No
873,Is dry throat associated with diabetes?,Is a dry throat related to diabetes?,1,No
874,How should I start preparing for the Civil Services Exam?,How should I start preparing for civil services exam?,1,No
875,Is there any way to know if a guy is gay?,Is there a way to find out if a man is gay?,1,No
876,"In Google Analytics, can I see traffic for a specific page?","In Google Analytics, can I view traffic for a specific page?",1,No
877,How To Make Money Online By Working From Home?,How to make money on the Internet working from home?,1,No
878,How do I download free music?,How do I download music for free?,1,No
879,Faʻafefea ona ou taofi le tolopo?,How do I stop procrastination?,1,No
880,What will be the future of LGBT in India?,What will be the future of LGBT in India?,1,No
881,How can I transfer music from iPhone to Mac without iTunes?,How to transfer music from iPhone to Mac without iTunes?,1,No
882,Can India become cashless?,Can India become cash?,1,No
883,How do I learn to strumming on the guitar?,How do I learn strumming on a guitar?,1,No
884,How do you start a bakery?,Ciamar a thòisicheas tu taigh-fuine?,1,No
885,"Why do people say ""bless you"" when someone sneezes?","Why do people say ""goodbye"" every time you sneeze?",1,No
886,How can I learn the program from scratch?,How do I know the program from the left?,1,No
887,What is (or is) the most pressing question asked of Quora?,What was (or is) the stupidest question asked on Quora?,1,No
888,How can we flirt with a girl?,How Chan We Flirt With That Girl?,1,No
889,How can I join the Indian Army after BBA?,How do I join the Indian Army after the BBA?,1,No
890,What are some great whisky mixers?,What are great whiskey blenders?,1,No
891,Is there any possibility of increasing height after 21?,Is it possible to increase the length after 21?,1,No
892,Why do people ask questions on Quora that are easily to find answers too on Google?,Why do people easily find questions on Google through Quora?,1,No
893,How do you locate your roots?,How do you search for your roots?,1,No
894,Can anyone help me with the best EAS coaching centers in Hyderabad?,Could anyone help me with the best IAS coaching centers in Hyderabad?,1,No
895,How do you know if you've fallen for someone?,How do you know if you've fallen for someone else?,1,No
896,How do you track someone on their mobile phone number?,How do you track someone by their cell phone number?,1,No
897,What is the best way to organize your book?,What is the best way to outline your affair?,1,No
898,Who is the most famous poet in the world?,Who is the most famous poet in the world?,1,No
899,Height: How would a 14-year-old boy increase his height?,Height: How Would a 14 Year Old Increase Their Height?,1,No
900,How can I get an .edu email (without being in school)?,How can I get an .edu email (without being in school)?,1,No
901,Why is it controversial to say that the Earth could be the only planet in the universe with life?,Why is it controversial to say that Earth is the only planet in the universe with life?,1,No
902,What happened to Flight MH370?,What happened to flight MH370?,1,No
903,Why does Arvind Kejriwal always comment against Modi?,Why does Arvind Kejriwal always comment on modes?,1,No
904,What is the best wireless internet service provider in India?,What is the best wireless internet service provider in India?,1,No
905,Do I need to learn python or Java first?,Should I learn python or Java first?,1,No
906,Who is better Trump or Clinton?,Who is better Trump or Clinton?,1,No
907,Who won the second debate?,Who won the second debate?,1,No
908,How do I get meth out of my system in 3 days?,How can I remove methane from my system within 3 days?,1,No
909,How do I keep my Shepherd-Husky mix puppy from hitting my furniture?,How do I stop my Shepherd-Husky mix puppy from humping my furniture?,1,No
910,Why does Tesla not manufacture sunroof cars with solar panels?,Why didn't Tesla build a car with a solar roof with solar panels?,1,No
911,What are the biggest lessons you have learned in life?,What are the best lessons you have ever learned in life?,1,No
912,Can I deposit 500 & 1000 INR notes into my savings account several times each banking day until 30 December 2016?,Can I deposit 500 and 1000 INR banknotes to my savings account several times every banking day until 30.12.2016?,1,No
913,How can I soundproof a room for music?,How can I soundproof a room to listen to music?,1,No
914,What is the best service center for Carrier air conditioners in Hyderabad?,Which one is best for an AC service center in Hyderabad?,1,No
915,How can I improve my communication skills and English skills?,How can I improve my communication skills and knowledge of English?,1,No
916,How Can I Stop Watching Too Much Porn?,How can I refrain from watching too many porn movies?,1,No
917,Is there anyone who can ask for the best food to lose weight?,Can anyone suggest the best foods for weight gain?,1,No
918,How do I deal with social anxiety?,How do I cope with social anxiety disorder?,1,No
919,What are some of your favorite books?,What are some of your favorite books?,1,No
920,How can I make money online?,What are ways I can make money online?,1,No
921,What is the best way to talk English fluently?,What is the best way to speak English fluently?,1,No
922,How Can I Stop Being Clean Forever?,How can I stop masturbating forever?,1,No
923,Does the text 2000 have a ring inside the follow-up?,Does the 2000 note have a chip inside for tracking?,1,No
924,What are some classic horror novels?,What are some classic horror novels?,1,No
925,How did you meet your life partner?,How did you find your spouse?,1,No
926,Why do electrons repel each other?,Why are wires not good for each other?,1,No
927,How can I get a painting experience in North Sydney?,Where can I get professional painting experience in North Sydney?,1,No
928,What are some questions that I may be asked in a Google interview?,What questions can I be asked during an interview with Google?,1,No
929,Why should you read a book?,Why read books?,1,No
930,Why do Indians receive fewer medals at the Olympics than China?,Why do Indians get so few medals in the Olympics compared to China?,1,No
931,What ice time dilatin?,What is time expansion?,1,No
932,How do I get rid of the fats that cover my muscles all over my body?,How to get rid of fat covering my muscles all over my body?,1,No
933,How do I get my ex back?,How do I get my ex back?,1,No
934,What is the best way to control anger?,Which is the best way to control anger?,1,No
935,What was it like before the Universe?,What was there before the Universe?,1,No
936,What is the best guitar learning website?,Which is the best online site for learning guitar?,1,No
937,What incident restored your faith in humanity?,What incident restored your faith in Humanity?,1,No
938,How will the Trump presidency affect U.S. international students?,How will the Trump presidency affect international students in the US?,1,No
939,What are the time seats at CAT 2016?,What are the time slots available in CAT 2016?,1,No
940,I am a 15-year-old girl with heavy cellulite on my hips and thighs. Does anyone know how to get rid of it?,"I am a 15 year old girl and I have heavy cellulite on my buttocks and thighs, does anyone know how to get rid of it?",1,No
941,How will the world be different if the Roman Empire does not fall?,How would the world be different if the Roman Empire had never existed?,1,No
942,How do I recover my lost Gmail password if I don't have the same number and can't remember my recovery email?,How do I recover my lost Gmail password if I don't have the same number and don't remember the recovery email?,1,No
943,How does hypnosis work or can it help?,How does hypnosis work or can it help?,1,No
944,What do you think?,What does agape mean?,1,No
945,How do I last longer during sex?,How can I prolong sex?,1,No
946,Daniel Ek: When does Spotify come to India?,Daniel Ek: When will Spotify come to India?,1,No
947,What the heck are you doing?,What are your 5 favorite poems?,1,No
948,How can I lose weight safely?,How can I lose weight safely?,1,No
949,What is the best beginner friendly book on python?,What is the best friend book for beginners?,1,No
950,What exercise should be done to reduce belly fat?,What Exercise Should Be Done To Reduce Belly Fat?,1,No
951,What are best job portals in india?,What are best job portals in india?,1,No
952,Can Gary Johnson win?,Can Gary Johnson win?,1,No
953,Is it possible that Donald Trump has a mental problem?,Is it possible that Donald Trump has a mental problem?,1,No
954,What workout clothes did guys wear in the year 1990?,Linn What kind of sportswear did men wear in 1990?,1,No
955,How would life on earth be different if we had two months?,What would life on earth be like if we were two months old?,1,No
956,What are the modulation requirements?,What are the requirements of modulation?,1,No
957,Why can't China's imports of goods be banned in India?,Why can't India ban the import of Chinese products in India?,1,No
958,How do I become stronger mentally?,How can I be mentally stronger?,1,No
959,What books should I study and practice to crack NEET 2017?,What books do I need to study and do to break NEET 2017?,1,No
960,"Candidate status in Accenture Portal shows ""Status not available"" what does it mean?","Candidate status on the Accenture Portal is showing ""Status not available"" what does it mean?",1,No
961,Are racial relations better or worse under President Obama?,Are race relations better or worse under President Obama?,1,No
962,Does coffee stop or interfere with sleep?,Does coffee stop or interfere with sleep?,1,No
963,What is the best way to increase traffic for a new blog?,What's the best way to increase traffic for a new blog?,1,No
964,How can I do better in school / how can I get better grades in school?,How can I learn better in school / How can I get better grades in school?,1,No
965,How is packet switched network different from switched network?,How does packet switched network differs from circuit switched network?,1,No
966,Can anyone apply to Google?,Can anyone apply to Google?,1,No
967,Can I enter the M.tech program through UPSEE?,Can I get into M.tech program through UPSEE?,1,No
968,How Can I Make Money Starting A Blog?,How Do I Make Money Starting A Blog?,1,No
969,"If we evolved from apes, why are there still apes today?",If we evolved from apes then why are there still apes around today?,1,No
970,What makes me smarter than other people?,What makes me smarter than other people?,1,No
971,What is the difference between faith and faith?,What is the difference between beliefs and beliefs?,1,No
972,What is the best book for smart cats?,What are the best books for cat section wise?,1,No
973,Can you die from a lack of sleep?,Can you die from lack of sleep?,1,No
974,What is the value of pie (3.14159265359)?,What is the significance of pi (3.14159265359)?,1,No
975,"How do I stop overanalyzing everything, including my feelings?","How do I stop overanalyzing everything, including my feelings?",1,No
976,What existed before space and time?,What is ahead of time and time?,1,No
977,Is it bad to start your engine in a parking lot?,Is it bad to turn your engine in the park?,1,No
978,Why are there so many Anti-Semitic questions on Quora?,Why are there so many anti-Semitic questions on Pride?,1,No
979,What is the mass of the sun?,What is the number of days?,1,No
980,What is the average conversion rate for online retail store traffic?,What's the average conversion rate for online retail store traffic?,1,No
981,What is the meaning of life?,What is the sense of life?,1,No
982,But if the two things concur in black holes?,What if two black holes collide?,1,No
983,What things make Indians happy and proud?,What are the things that make Indians happy and proud?,1,No
984,How does a small company grow into a large one?,How do small company grow into a big company?,1,No
985,How can I become a billionaire in mindset?,How can I become a billionaire in mindset?,1,No
986,How do I know if I have been abused?,How do I know if I was abused?,1,No
987,What's the best programming language I should start learning?,What is the best programming language I should start learning?,1,No
988,Why are Quora’s responses so long?,Why are most of Quora answers so long?,1,No
989,What is the quickest way to get meth out your system?,What is the quickest way to get meth out your system?,1,No
990,How can I learn to play piano / synthesis?,How do I learn to play the piano / synthesizer?,1,No
991,Is Donald Trump the Antichrist 666?,Is Donald Trump the 666 Antichrist?,1,No
992,What are some of the symptoms of abnormal and concentrated contractions?,I do not know and what eccentric contraction and concentric with?,1,No
993,How do you legally get cash without earning it?,"How to make cash, legally?",1,No
994,What are the best universities in the US to do an MS in Computer Science?,The best universities in USA for doing a MS in Computer Science?,1,No
995,Why do people drive slowly on the fast lane?,Why do people drive slowly in fast lanes?,1,No
